row_label_raw,row_label_full,Vay Ngân hàng Nhà nước,2.089.135.194.031,0,numeric__2.089.135.194.031,numeric__0
Vay chiết khấu các giấy tờ có giá,Vay chiết khấu các giấy tờ có giá,Vay chiết khấu các giấy tờ có giá,2.089.135.194.031,0,2089135194031.0,0.0
Cộng,Cộng,Cộng,2.089.135.194.031,0,2089135194031.0,0.0
