row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2024,Năm 2023,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,10.540.975.207.054,6.797.921.787.850,,10540975207054.0,6797921787850.0
02. Chi phí lãi và các khoản thu nhập tương tự đã trả,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02. Chi phí lãi và các khoản thu nhập tương tự đã trả,02. Chi phí lãi và các khoản thu nhập tương tự đã trả,,(5.595.016.402.646),(6.389.272.483.478),,-5595016402646.0,-6389272483478.0
03. Thu nhập từ hoạt động dịch vụ nhận được,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03. Thu nhập từ hoạt động dịch vụ nhận được,03. Thu nhập từ hoạt động dịch vụ nhận được,,128.629.255.624,76.586.075.240,,128629255624.0,76586075240.0
"04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,38.439.166.350,416.170.663.170,,38439166350.0,416170663170.0
05. Thu nhập khác,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05. Thu nhập khác,05. Thu nhập khác,,65.601.803.761,162.375.050.407,,65601803761.0,162375050407.0
"06. Tiền thu các khoản nợ đã được xử lý hoá, bù đắp bằng nguồn rủi ro","LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06. Tiền thu các khoản nợ đã được xử lý hoá, bù đắp bằng nguồn rủi ro","06. Tiền thu các khoản nợ đã được xử lý hoá, bù đắp bằng nguồn rủi ro",,98.261.123.463,38.688.192.446,,98261123463.0,38688192446.0
"07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(883.118.862.231),(906.262.426.732),,-883118862231.0,-906262426732.0
08. Tiền thuế thu nhập thực nộp trong kỳ,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08. Tiền thuế thu nhập thực nộp trong kỳ,08. Tiền thuế thu nhập thực nộp trong kỳ,,(205.175.940.297),(179.388.624.868),,-205175940297.0,-179388624868.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'|U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,4.188.595.351.078,16.818.234.035,,4188595351078.0,16818234035.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
09. (Tăng)/Giảm các khoản tiền và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động > 09. (Tăng)/Giảm các khoản tiền và cho vay các TCTD khác,09. (Tăng)/Giảm các khoản tiền và cho vay các TCTD khác,,(2.550.000.000.000),(3.250.000.000.000),,-2550000000000.0,-3250000000000.0
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > 10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,(6.715.203.497.051),1.569.696.416.706,,-6715203497051.0,1569696416706.0
