row_label_raw,row_label_full,28. Tiền và các khoản tương đương tiền,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
Tiền mặt và các khoản tương đương tiền tại quỹ,Tiền mặt và các khoản tương đương tiền tại quỹ,Tiền mặt và các khoản tương đương tiền tại quỹ,332.682.411.624,361.839.512.670,332682411624.0,361839512670.0
Tiền gửi tại NHNN,Tiền gửi tại NHNN,Tiền gửi tại NHNN,1.307.943.260.441,2.149.614.440.113,1307943260441.0,2149614440113.0
"Tiền, ngoại hồi gửi tại các TCTD khác (không kỳ hạn và có kỳ hạn không quá 3 tháng)","Tiền, ngoại hồi gửi tại các TCTD khác (không kỳ hạn và có kỳ hạn không quá 3 tháng)","Tiền, ngoại hồi gửi tại các TCTD khác (không kỳ hạn và có kỳ hạn không quá 3 tháng)",11.888.962.745.317,18.732.244.913.487,11888962745317.0,18732244913487.0
Tổng cộng,Tổng cộng,Tổng cộng,13.529.588.417.382,21.243.698.866.270,13529588417382.0,21243698866270.0
