row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2024,Năm 2023,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG ĐẦU TƯ,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG ĐẦU TƯ,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG ĐẦU TƯ,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG ĐẦU TƯ,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG ĐẦU TƯ,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG ĐẦU TƯ,,,
01. Mua sắm TSCĐ,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG ĐẦU TƯ > 01. Mua sắm TSCĐ,01. Mua sắm TSCĐ,,(26.144.068.207),(51.107.198.766),,-26144068207.0,-51107198766.0
"02. Tiền thu từ thanh lý, nhượng bán TSCĐ","LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG ĐẦU TƯ > 02. Tiền thu từ thanh lý, nhượng bán TSCĐ","02. Tiền thu từ thanh lý, nhượng bán TSCĐ",,803.548.485,66.517.846,,803548485.0,66517846.0
"03. Tiền thu đầu tư, góp vốn vào các đơn vị khác","LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG ĐẦU TƯ > 03. Tiền thu đầu tư, góp vốn vào các đơn vị khác","03. Tiền thu đầu tư, góp vốn vào các đơn vị khác",,-,52.363.620.000,,,52363620000.0
"04. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG ĐẦU TƯ > 04. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","04. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,8.303.955.000,11.097.918.768,,8303955000.0,11097918768.0
II. Lưu chuyển tiền từ hoạt động đầu tư,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG ĐẦU TƯ > II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,(17.036.564.722),12.420.857.848,,-17036564722.0,12420857848.0
LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,,,
III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,,-,-,,,
IV. Lưu chuyển tiền thuần trong năm,III. Lưu chuyển tiền từ hoạt động tài chính > IV. Lưu chuyển tiền thuần trong năm,IV. Lưu chuyển tiền thuần trong năm,,(7.714.110.448.888),(1.866.658.800.072),,-7714110448888.0,-1866658800072.0
V. Tiền và các khoản tương đương tiền đầu năm,III. Lưu chuyển tiền từ hoạt động tài chính > V. Tiền và các khoản tương đương tiền đầu năm,V. Tiền và các khoản tương đương tiền đầu năm,,21.243.698.866.270,23.110.357.666.342,,21243698866270.0,23110357666342.0
VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,,-,-,,,
VII. Tiền và các khoản tương đương tiền cuối năm,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá > VII. Tiền và các khoản tương đương tiền cuối năm,VII. Tiền và các khoản tương đương tiền cuối năm,VII.28,13.529.588.417.382,21.243.698.866.270,,13529588417382.0,21243698866270.0
