row_label_raw,row_label_full,Tại ngày cuối năm,Tổng giá trị của Hợp đồng (theo tỷ giá ngày hiệu lực HD),Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Tài sản > -,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Công nợ > 8.625.190.000,numeric__Tổng giá trị của Hợp đồng (theo tỷ giá ngày hiệu lực HD),numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Tài sản > -,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Công nợ > 8.625.190.000
+ Công cụ tài chính phải sinh tiền tệ,+ Công cụ tài chính phải sinh tiền tệ,+ Công cụ tài chính phải sinh tiền tệ,1.646.674.390.000,-,8.625.190.000,1646674390000.0,,8625190000.0
- Giao dịch kỳ hạn tiền tệ,- Giao dịch kỳ hạn tiền tệ,- Giao dịch kỳ hạn tiền tệ,,-,-,,,
- Giao dịch hoán đổi tiền tệ,- Giao dịch kỳ hạn tiền tệ > - Giao dịch hoán đổi tiền tệ,- Giao dịch hoán đổi tiền tệ,1.646.674.390.000,-,8.625.190.000,1646674390000.0,,8625190000.0
Tại ngày đầu năm,- Giao dịch kỳ hạn tiền tệ > Tại ngày đầu năm,Tại ngày đầu năm,,-,17.041.340.000,,,17041340000.0
+ Công cụ tài chính phải sinh tiền tệ,- Giao dịch kỳ hạn tiền tệ > + Công cụ tài chính phải sinh tiền tệ,+ Công cụ tài chính phải sinh tiền tệ,3.770.274.020.000,-,17.041.340.000,3770274020000.0,,17041340000.0
- Giao dịch kỳ hạn tiền tệ,- Giao dịch kỳ hạn tiền tệ,- Giao dịch kỳ hạn tiền tệ,-,-,-,,,
- Giao dịch hoán đổi tiền tệ,- Giao dịch kỳ hạn tiền tệ > - Giao dịch hoán đổi tiền tệ,- Giao dịch hoán đổi tiền tệ,3.770.274.020.000,-,17.041.340.000,3770274020000.0,,17041340000.0
