row_label_raw,row_label_full,col_0,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
Thu phí dịch vụ,Thu phí dịch vụ,Thu phí dịch vụ,163.203.616.672,109.798.140.530,163203616672.0,109798140530.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,109.998.580.114,48.646.208.416,109998580114.0,48646208416.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,728.151.920,314.736.702,728151920.0,314736702.0
Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,12.727.572.289,13.761.726.334,12727572289.0,13761726334.0
Các dịch vụ khác,Các dịch vụ khác,Các dịch vụ khác,39.749.312.349,47.075.469.078,39749312349.0,47075469078.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,34.574.361.048,33.212.065.290,34574361048.0,33212065290.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,16.510.930.958,14.399.276.239,16510930958.0,14399276239.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,323.350.020,340.252.724,323350020.0,340252724.0
Các dịch vụ khác,Các dịch vụ khác,Các dịch vụ khác,17.740.080.070,18.472.536.327,17740080070.0,18472536327.0
Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,128.629.255.624,76.586.075.240,128629255624.0,76586075240.0
