row_label_raw,row_label_full,CHỈ TIÊU > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2024 > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,01/01/2024 > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2024 > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__01/01/2024 > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN
1. Cam kết giao dịch hối đoái,1. Cam kết giao dịch hối đoái,1. Cam kết giao dịch hối đoái,VIII.32,1.653.015.000.000,3.808.820.000.000,,1653015000000.0,3808820000000.0
1.1 Cam kết mua ngoại tệ,1.1 Cam kết mua ngoại tệ,1.1 Cam kết mua ngoại tệ,,-,24.260.000.000,,,24260000000.0
1.2 Cam kết bán ngoại tệ,1.2 Cam kết bán ngoại tệ,1.2 Cam kết bán ngoại tệ,,-,-,,,
1.3 Cam kết giao dịch hoán đổi,1.2 Cam kết bán ngoại tệ > 1.3 Cam kết giao dịch hoán đổi,1.3 Cam kết giao dịch hoán đổi,,1.653.015.000.000,3.784.560.000.000,,1653015000000.0,3784560000000.0
2. Cam kết trong nghiệp vụ L/C,1.2 Cam kết bán ngoại tệ > 2. Cam kết trong nghiệp vụ L/C,2. Cam kết trong nghiệp vụ L/C,VIII.32,7.690.334.400,9.590.601.239,,7690334400.0,9590601239.0
3. Bảo lãnh khác,1.2 Cam kết bán ngoại tệ > 3. Bảo lãnh khác,3. Bảo lãnh khác,VIII.32,227.263.768.983,559.934.111.872,,227263768983.0,559934111872.0
4. Lãi cho vay và phí phải thu chưa thu được,1.2 Cam kết bán ngoại tệ > 4. Lãi cho vay và phí phải thu chưa thu được,4. Lãi cho vay và phí phải thu chưa thu được,VIII.33,2.293.352.271.042,1.469.668.321.967,,2293352271042.0,1469668321967.0
5. Nợ khó đòi đã xử lý,1.2 Cam kết bán ngoại tệ > 5. Nợ khó đòi đã xử lý,5. Nợ khó đòi đã xử lý,VIII.34,6.712.331.407.277,5.606.816.628.599,,6712331407277.0,5606816628599.0
6. Tài sản và chứng từ khác,1.2 Cam kết bán ngoại tệ > 6. Tài sản và chứng từ khác,6. Tài sản và chứng từ khác,VIII.35,2.057.338.706.785,2.416.791.911.081,,2057338706785.0,2416791911081.0
