row_label_raw,row_label_full,31/12/2024,01/01/2024,numeric__01/01/2024
3.626.078.794.832,3.626.078.794.832,3.626.078.794.832,4.278.845.350.297,4278845350297.0
3.574.722.504.813,3.574.722.504.813,3.574.722.504.813,4.256.874.539.123,4256874539123.0
51.356.290.019,51.356.290.019,51.356.290.019,21.970.811.174,21970811174.0
86.618.898.351.669,86.618.898.351.669,86.618.898.351.669,82.372.732.392.856,82372732392856.0
86.503.698.228.769,86.503.698.228.769,86.503.698.228.769,82.258.924.266.834,82258924266834.0
115.200.122.900,115.200.122.900,115.200.122.900,113.808.126.022,113808126022.0
-,-,-,920.424,920424.0
44.443.731.322,44.443.731.322,44.443.731.322,43.289.553.363,43289553363.0
44.403.030.077,44.403.030.077,44.403.030.077,43.249.265.318,43249265318.0
40.701.245,40.701.245,40.701.245,40.288.045,40288045.0
90.289.420.877.823,90.289.420.877.823,90.289.420.877.823,86.694.868.216.940,86694868216940.0
