row_label_raw,row_label_full,STT,Chỉ tiêu,2025Triệu VND,2024Triệu VND,numeric__Chỉ tiêu,numeric__2025Triệu VND,numeric__2024Triệu VND
,,,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,104.376.654,93.772.270,,104376654.0,93772270.0
02,02,02,Chi phí lãi và các chi phí tương tự đã trả,(44.982.264),(43.790.244),,-44982264.0,-43790244.0
03,03,03,Thu nhập thuần từ hoạt động dịch vụ nhận được,3.413.845,3.523.997,,3413845.0,3523997.0
04,04,04,"Chênh lệch số tiền thực thu và thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",5.074.170,4.094.518,,5074170.0,4094518.0
05,05,05,Chi phí khác,(340.404),(1.390.558),,-340404.0,-1390558.0
06,06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",3.916.056,3.751.009,,3916056.0,3751009.0
07,07,07,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(23.796.457),(20.922.713),,-23796457.0,-20922713.0
08,08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(9.241.965),(8.854.401),,-9241965.0,-8854401.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,38.419.635,30.183.878,,38419635.0,30183878.0
,,,(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,,,
09,09,09,Các khoản tiền gửi và cho vay các tổ chức tín dụng khác,(9.827.563),18.021.934,,-9827563.0,18021934.0
10,10,10,Các khoản về kinh doanh chứng khoán,(4.827.811),(24.134.346),,-4827811.0,-24134346.0
11,11,11,Các công cụ tài chính phải sinh và các tài sản tài chính khác,939.516,(1.314.434),,939516.0,-1314434.0
12,12,12,Các khoản cho vay khách hàng,(224.326.776),(178.839.881),,-224326776.0,-178839881.0
13,13,13,"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tốn thất các khoản cho vay",(7.287.783),(5.358.023),,-7287783.0,-5358023.0
14,14,14,Tài sản hoạt động khác,(2.952.444),496.225,,-2952444.0,496225.0
,,,Tăng/(giảm) về nợ hoạt động,Tăng/(giảm) về nợ hoạt động,Tăng/(giảm) về nợ hoạt động,,,
15,15,15,Các khoản nợ Chính phủ và NHNN,81.890.988,76.566.500,,81890988.0,76566500.0
16,16,16,Các khoản tiền gửi và vay các tổ chức tín dụng khác,86.624.144,20.694.977,,86624144.0,20694977.0
17,17,17,Các khoản tiền gửi của khách hàng,157.869.996,118.967.239,,157869996.0,118967239.0
18,18,18,Các khoản phát hành giấy tờ có giá,2.976.037,4.212.146,,2976037.0,4212146.0
19,19,19,"Các khoản vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",(529),164,,-529.0,164.0
20,20,20,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,(117.752),,,-117752.0
21,21,21,Công nợ hoạt động khác,(641.807),2.620.930,,-641807.0,2620930.0
22,22,22,Chi từ các quỹ của tổ chức tín dụng,(2.625.052),(2.876.726),,-2625052.0,-2876726.0
I,I,I,Lưu chuyển tiền thuần từ hoạt động kinh doanh,116.230.551,59.122.831,,116230551.0,59122831.0
