row_label_raw,row_label_full,col_0,2025Cổ phiếu,2024Cổ phiếu(điều chỉnh lại),2024Cổ phiếu(theo báo cáo trước đây),numeric__2025Cổ phiếu,numeric__2024Cổ phiếu(điều chỉnh lại),numeric__2024Cổ phiếu(theo báo cáo trước đây)
Cổ phiếu phổ thông đã phát hành tại ngày 1 tháng 1,Cổ phiếu phổ thông đã phát hành tại ngày 1 tháng 1,Cổ phiếu phổ thông đã phát hành tại ngày 1 tháng 1,5.589.091.262,5.589.091.262,5.589.091.262,5589091262.0,5589091262.0,5589091262.0
Ảnh hưởng của việc chia cổ tức bằng cổ phiếu (i),Ảnh hưởng của việc chia cổ tức bằng cổ phiếu (i),Ảnh hưởng của việc chia cổ tức bằng cổ phiếu (i),2.766.583.832,2.766.583.832,-,2766583832.0,2766583832.0,
Số bình quân gia quyền của cổ phiếu phổ thông trong năm,Số bình quân gia quyền của cổ phiếu phổ thông trong năm,Số bình quân gia quyền của cổ phiếu phổ thông trong năm,8.355.675.094,8.355.675.094,5.589.091.262,8355675094.0,8355675094.0,5589091262.0
