row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,31/12/2025Triệu VND,31/12/2024Triệu VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__31/12/2025Triệu VND,numeric__31/12/2024Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng bạc, đá quý",4,15.542.769,14.268.064,,4.0,15542769.0,14268064.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước (“NHNN”),5,37.445.504,49.340.493,,5.0,37445504.0,49340493.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,522.474.362,389.951.898,,6.0,522474362.0,389951898.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,515.588.640,384.031.890,,,515588640.0,384031890.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,6.885.722,6.920.008,,,6885722.0,6920008.0
3,A > 3,3,Dự phòng rủi ro,,-,(1.000.000),,,,-1000000.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,11.832.577,4.876.237,,7.0,11832577.0,4876237.0
1,A > 1,1,Chứng khoán kinh doanh,,11.900.000,4.908.527,,,11900000.0,4908527.0
2,A > 2,2,Dự phòng giảm giá chứng khoán kinh doanh,,(67.423),(32.290),,,-67423.0,-32290.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,374.918,1.314.434,,8.0,374918.0,1314434.0
VI,A > VI,VI,Cho vay khách hàng,,1.648.549.996,1.418.015.724,,,1648549996.0,1418015724.0
1,A > 1,1,Cho vay khách hàng,9,1.673.525.675,1.449.198.899,,9.0,1673525675.0,1449198899.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(24.975.679),(31.183.175),,10.0,-24975679.0,-31183175.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,11,162.104.164,167.383.349,,11.0,162104164.0,167383349.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,143.080.817,86.799.901,,,143080817.0,86799901.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,22.384.962,80.829.540,,,22384962.0,80829540.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(3.361.615),(246.092),,,-3361615.0,-246092.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",,2.260.727,2.228.098,,,2260727.0,2228098.0
2,A > 2,2,Vốn góp liên doanh,12(a),734.296,763.736,,,734296.0,763736.0
3,A > 3,3,Đầu tư vào công ty liên kết,12(b),12.342,10.440,,,12342.0,10440.0
4,A > 4,4,Đầu tư dài hạn khác,12(c),1.589.089,1.528.922,,,1589089.0,1528922.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,12(d),(75.000),(75.000),,,-75000.0,-75000.0
X,A > X,X,Tài sản cố định,,8.163.312,8.092.877,,,8163312.0,8092877.0
1,A > 1,1,Tài sản cố định hữu hình,13,5.618.793,5.530.579,,13.0,5618793.0,5530579.0
a,A > a,a,Nguyên giá tài sản cố định,,16.271.880,15.808.302,,,16271880.0,15808302.0
b,A > b,b,Khẩu hao tài sản cố định,,(10.653.087),(10.277.723),,,-10653087.0,-10277723.0
3,A > 3,3,Tài sản cố định vô hình,14,2.544.519,2.562.298,,14.0,2544519.0,2562298.0
a,A > a,a,Nguyên giá tài sản cố định,,5.284.812,5.072.735,,,5284812.0,5072735.0
b,A > b,b,Hao mòn tài sản cố định,,(2.740.293),(2.510.437),,,-2740293.0,-2510437.0
XII,A > XII,XII,Tài sản Có khác,,33.530.837,30.402.348,,,33530837.0,30402348.0
1,A > 1,1,Các khoản phải thu,15(a),17.577.148,14.040.294,,,17577148.0,14040294.0
2,A > 2,2,"Các khoản lãi, phí phải thu",15(b),10.007.221,8.868.303,,,10007221.0,8868303.0
3,A > 3,3,Tài sản thuế thu nhập doanh nghiệp hoãn lại,15(c),13.072,991.748,,,13072.0,991748.0
4,A > 4,4,Tài sản Có khác,15(d),5.951.102,6.516.040,,,5951102.0,6516040.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,15(d),(17.706),(14.037),,,-17706.0,-14037.0
,,,TỔNG TÀI SẢN CÓ,,2.442.279.166,2.085.873.522,,,2442279166.0,2085873522.0
