row_label_raw,row_label_full,col_0,col_1,31/12/2025Triệu VND,31/12/2024Triệu VND,numeric__col_1,numeric__31/12/2025Triệu VND,numeric__31/12/2024Triệu VND
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,1.588.195,398.026,,1588195.0,398026.0
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,1.588.195,398.026,,1588195.0,398026.0
(b),(b),(b),"Các khoản lãi, phí phải thu",,,,,
(b),(b),(b),"Các khoản lãi, phí phải thu",31/12/2025Triệu VND,31/12/2024Triệu VND,,,
(b),(b) > (b),(b),Từ cho vay khách hàng,4.686.096,3.914.946,,4686096.0,3914946.0
(b),(b) > (b),(b),Từ tiền gửi và cho vay các TCTD khác,884.249,827.030,,884249.0,827030.0
(b),(b) > (b),(b),Từ các khoản chứng khoán đầu tư,3.858.648,3.786.511,,3858648.0,3786511.0
(b),(b) > (b),(b),Từ các giao dịch phải sinh,514.413,332.023,,514413.0,332023.0
(b),(b) > (b),(b),Phí phải thu,63.815,7.793,,63815.0,7793.0
(b),(b) > (b),(b),,10.007.221,8.868.303,,10007221.0,8868303.0
(c),(c),(c),Tài sản thuế thu nhập hoãn lại,,,,,
(c),(c),(c),Tài sản thuế thu nhập hoãn lại,31/12/2025Triệu VND,31/12/2024Triệu VND,,,
(c),(c) > (c),(c),Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,13.072,991.748,,13072.0,991748.0
(d),(d),(d),Tài sản Có khác,,,,,
(d),(d),(d),Tài sản Có khác,31/12/2025Triệu VND,31/12/2024Triệu VND,,,
(d),(d) > (d),(d),"Đặt cọc tiền thuê nhà, thuê tài sản cố định",829.246,897.829,,829246.0,897829.0
(d),(d) > (d),(d),Vật liệu,163.330,188.120,,163330.0,188120.0
(d),(d) > (d),(d),Tạm ứng thanh toán thể,1.808.814,1.607.952,,1808814.0,1607952.0
(d),(d) > (d),(d),Tiền thuê đất trả tiền trước một lần,830.140,852.773,,830140.0,852773.0
(d),(d) > (d),(d),Tài sản Có khác,2.319.572,2.969.366,,2319572.0,2969366.0
(d),(d) > (d),(d),,5.951.102,6.516.040,,5951102.0,6516040.0
(d),(d) > (d),(d),Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,(17.706),(14.037),,-17706.0,-14037.0
(d),(d) > (d),(d),,5.933.396,6.502.003,,5933396.0,6502003.0
