row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,31/12/2025Triệu VND,31/12/2024Triệu VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__31/12/2025Triệu VND,numeric__31/12/2024Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và NHNN,16,160.128.325,78.237.337,,16.0,160128325.0,78237337.0
1,B > 1,1,Tiền gửi và vay Chính phủ và NHNN,,160.128.325,78.237.337,,,160128325.0,78237337.0
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,17,321.158.102,234.533.958,,17.0,321158102.0,234533958.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,305.902.847,223.171.381,,,305902847.0,223171381.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,15.255.255,11.362.577,,,15255255.0,11362577.0
III,B > III,III,Tiền gửi của khách hàng,18,1.672.534.846,1.514.664.850,,18.0,1672534846.0,1514664850.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",19,-,529,,19.0,,529.0
VI,B > VI,VI,Phát hành giấy tờ có giá,20,27.101.221,24.125.059,,20.0,27101221.0,24125059.0
VII,B > VII,VII,Các khoản nợ khác,,36.797.946,38.102.621,,,36797946.0,38102621.0
1,B > 1,1,"Các khoản lãi, phí phải trả",21(a),15.457.974,13.990.276,,,15457974.0,13990276.0
3,B > 3,3,Các khoản phải trả và công nợ khác,21(b),21.339.972,24.112.345,,,21339972.0,24112345.0
,,,TỔNG NỘ PHẢI TRẢ,,2.217.720.440,1.889.664.354,,,2217720440.0,1889664354.0
VIII,B > VIII,VIII,Vốn chủ sở hữu,22,,,,22.0,,
1,B > 1,1,Vốn của tổ chức tín dụng,,89.361.977,61.696.139,,,89361977.0,61696139.0
\( a \),B > \( a \),\( a \),Vốn điều lệ,,83.556.751,55.890.913,,,83556751.0,55890913.0
\( c \),B > \( c \),\( c \),Thặng dư vốn cổ phần,,4.995.389,4.995.389,,,4995389.0,4995389.0
\( g \),B > \( g \),\( g \),Vốn khác,,809.837,809.837,,,809837.0,809837.0
2,B > 2,2,Quỹ của tổ chức tín dụng,,48.221.262,37.052.974,,,48221262.0,37052974.0
3,B > 3,3,Chênh lệch tỷ giá hối đoái,,(918.676),(968.292),,,-918676.0,-968292.0
5,B > 5,5,Lợi nhuận chưa phân phối,,87.822.642,98.332.086,,,87822642.0,98332086.0
\( a \),B > \( a \),\( a \),Lợi nhuận để lại năm trước,,66.848.572,74.498.539,,,66848572.0,74498539.0
\( b \),B > \( b \),\( b \),Lợi nhuận để lại năm nay,,20.974.070,23.833.547,,,20974070.0,23833547.0
6,B > 6,6,Lợi ích của cổ đông không kiểm soát,,71.521,96.261,,,71521.0,96261.0
,,,TỔNG VỐN CHỦ SỞ HỮU,22(a),224.558.726,196.209.168,,,224558726.0,196209168.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,2.442.279.166,2.085.873.522,,,2442279166.0,2085873522.0
