row_label_raw,row_label_full,Số cuối năm > Số cổ phần,Số cuối năm > Giá trịTriệu đồng,Số cuối năm > Tỷ lệ sở hữu%,Số đầu năm > Số cổ phần,Số đầu năm > Giá trịTriệu đồng,Số đầu năm > Tỷ lệ sở hữu%,numeric__Số cuối năm > Giá trịTriệu đồng,numeric__Số cuối năm > Tỷ lệ sở hữu%,numeric__Số đầu năm > Số cổ phần,numeric__Số đầu năm > Giá trịTriệu đồng,numeric__Số đầu năm > Tỷ lệ sở hữu%
114.265.019,114.265.019,114.265.019,1.142.650,"20,00",114.265.019,1.142.650,"20,00",1142650.0,20.0,114265019.0,1142650.0,20.0
74.222.415,74.222.415,74.222.415,742.224,"12,99",74.222.415,742.224,"12,99",742224.0,12.99,74222415.0,742224.0,12.99
57.155.477,57.155.477,57.155.477,571.555,"10,00",57.155.477,571.555,"10,00",571555.0,10.0,57155477.0,571555.0,10.0
325.668.444,325.668.444,325.668.444,3.256.685,"57,01",325.668.444,3.256.685,"57,01",3256685.0,57.01,325668444.0,3256685.0,57.01
571.311.355,571.311.355,571.311.355,5.713.114,"100,00",571.311.355,5.713.114,"100,00",5713114.0,100.0,571311355.0,5713114.0,100.0
