row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,928.879,877.938,928879.0,877938.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,806.300,758.955,806300.0,758955.0
Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,72.204,73.498,72204.0,73498.0
Chi ăn ca,Chi ăn ca,Chi ăn ca,35.249,35.002,35249.0,35002.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,15.126,10.483,15126.0,10483.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,472.511,420.484,472511.0,420484.0
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,239.667,195.333,239667.0,195333.0
Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,107.536,95.934,107536.0,95934.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,92.088,87.441,92088.0,87441.0
Mua sắm công cụ lao động,Mua sắm công cụ lao động,Mua sắm công cụ lao động,29.392,33.559,29392.0,33559.0
Chi mua bảo hiểm tài sản,Chi mua bảo hiểm tài sản,Chi mua bảo hiểm tài sản,3.828,8.217,3828.0,8217.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,456.933,572.558,456933.0,572558.0
"Chi hội nghi, lễ tân, khách tiết","Chi hội nghi, lễ tân, khách tiết","Chi hội nghi, lễ tân, khách tiết",177.831,206.467,177831.0,206467.0
Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,53.356,45.208,53356.0,45208.0
"Chi xuất bản tài liệu, quảng cáo","Chi xuất bản tài liệu, quảng cáo","Chi xuất bản tài liệu, quảng cáo",42.878,69.726,42878.0,69726.0
"Chi điện nước, vệ sinh cơ quận","Chi điện nước, vệ sinh cơ quận","Chi điện nước, vệ sinh cơ quận",40.137,43.095,40137.0,43095.0
"Chi vật liệu, giấy tờ in","Chi vật liệu, giấy tờ in","Chi vật liệu, giấy tờ in",24.339,29.512,24339.0,29512.0
Công tác phí,Công tác phí,Công tác phí,12.197,21.420,12197.0,21420.0
"Chi đào tạo, huấn luyện","Chi đào tạo, huấn luyện","Chi đào tạo, huấn luyện",10.464,20.607,10464.0,20607.0
Chi bưu phí và điện thoại,Chi bưu phí và điện thoại,Chi bưu phí và điện thoại,9.655,12.046,9655.0,12046.0
"Chi nộp thuế và các khoản phi, lệ phí","Chi nộp thuế và các khoản phi, lệ phí","Chi nộp thuế và các khoản phi, lệ phí",1.780,1.869,1780.0,1869.0
"Chi phí thanh tra, kiểm tra hoạt độngtổ chức tín dụng","Chi phí thanh tra, kiểm tra hoạt độngtổ chức tín dụng","Chi phí thanh tra, kiểm tra hoạt độngtổ chức tín dụng",895,1.386,895.0,1386.0
Chi phí dự phòng rủi ro cho các tài sản cónội bảng khác,Chi phí dự phòng rủi ro cho các tài sản cónội bảng khác,Chi phí dự phòng rủi ro cho các tài sản cónội bảng khác,29.227,41.496,29227.0,41496.0
Chi phí dự phòng giảm giả đầu tư dài hạn,Chi phí dự phòng giảm giả đầu tư dài hạn,Chi phí dự phòng giảm giả đầu tư dài hạn,16.654,-,16654.0,
Các khoản chi phí khác,Các khoản chi phí khác,Các khoản chi phí khác,37.520,79.726,37520.0,79726.0
,,,1.858.323,1.870.980,1858323.0,1870980.0
