row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020%/năm,Ngày 31 tháng 12năm 2019%/năm,numeric__Ngày 31 tháng 12năm 2020%/năm,numeric__Ngày 31 tháng 12năm 2019%/năm
Bằng VND,Bằng VND,Bằng VND,"0,20 - 0,95","3,90 - 4,90",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,Không áp dụng,"2,60 - 2,75",,
