row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
Tải sản cố định hữu hình,TÀI SẢN > Tải sản cố định hữu hình,Tải sản cố định hữu hình,15.1,578.998,574.358,151.0,578998.0,574358.0
Nguyên giả tài sản cố định,TÀI SẢN > Nguyên giả tài sản cố định,Nguyên giả tài sản cố định,,1.140.762,1.078.447,,1140762.0,1078447.0
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(561.764),(504.089),,-561764.0,-504089.0
Tải sản cố định vô hình,TÀI SẢN > Tải sản cố định vô hình,Tải sản cố định vô hình,15.2,376.729,375.884,152.0,376729.0,375884.0
Nguyên giả tài sản cố định,TÀI SẢN > Nguyên giả tài sản cố định,Nguyên giả tài sản cố định,,624.943,595.196,,624943.0,595196.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(248.214),(219.312),,-248214.0,-219312.0
Bất động sản đầu tư,TÀI SẢN > Bất động sản đầu tư,Bất động sản đầu tư,16,69.980,71.227,16.0,69980.0,71227.0
Nguyên giả bất động sản đầu tư,TÀI SẢN > Nguyên giả bất động sản đầu tư,Nguyên giả bất động sản đầu tư,,74.030,74.030,,74030.0,74030.0
Hao mòn bất động sản đầu tư,TÀI SẢN > Hao mòn bất động sản đầu tư,Hao mòn bất động sản đầu tư,,(4.050),(2.803),,-4050.0,-2803.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,3.712.873,3.108.476,,3712873.0,3108476.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,17.1,1.747.900,1.038.953,171.0,1747900.0,1038953.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",17.2,776.959,855.728,172.0,776959.0,855728.0
Tải sản Có khác,TÀI SẢN > Tải sản Có khác,Tải sản Có khác,17.3,1.392.708,1.389.566,173.0,1392708.0,1389566.0
Dự phòng rủi ro cho các tài sản Có nôi bảng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nôi bảng khác,Dự phòng rủi ro cho các tài sản Có nôi bảng khác,17.4,(204.694),(175.771),174.0,-204694.0,-175771.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,116.366.981,102.556.924,,116366981.0,102556924.0
