row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Lãi phải thu từ chứng khoán đầu tư sẵn sàngđề bán,Lãi phải thu từ chứng khoán đầu tư sẵn sàngđề bán,Lãi phải thu từ chứng khoán đầu tư sẵn sàngđề bán,338.276,380.405,338276.0,380405.0
Lãi phải thu từ cho vay bằng VND,Lãi phải thu từ cho vay bằng VND,Lãi phải thu từ cho vay bằng VND,282.208,320.730,282208.0,320730.0
Lãi phải thu từ chứng khoán đầu tư giữ đếngày đáo hạn,Lãi phải thu từ chứng khoán đầu tư giữ đếngày đáo hạn,Lãi phải thu từ chứng khoán đầu tư giữ đếngày đáo hạn,101.515,88.744,101515.0,88744.0
"Phí, lãi phải thu từ giao dịch hoán đổi","Phí, lãi phải thu từ giao dịch hoán đổi","Phí, lãi phải thu từ giao dịch hoán đổi",37.514,42.939,37514.0,42939.0
"Phí, lãi phải thu từ giao dịch kỳ hạn","Phí, lãi phải thu từ giao dịch kỳ hạn","Phí, lãi phải thu từ giao dịch kỳ hạn",9.148,6.713,9148.0,6713.0
Lãi phải thu tiền gửi bằng VND,Lãi phải thu tiền gửi bằng VND,Lãi phải thu tiền gửi bằng VND,3.683,2.431,3683.0,2431.0
Lãi phải thu từ hợp đồng góp vốn đầu tư,Lãi phải thu từ hợp đồng góp vốn đầu tư,Lãi phải thu từ hợp đồng góp vốn đầu tư,2.483,2.072,2483.0,2072.0
Lãi phải thu tiền gửi bằng ngoại tệ,Lãi phải thu tiền gửi bằng ngoại tệ,Lãi phải thu tiền gửi bằng ngoại tệ,321,348,321.0,348.0
Lãi phải thu từ cho vay bằng ngoại tệ,Lãi phải thu từ cho vay bằng ngoại tệ,Lãi phải thu từ cho vay bằng ngoại tệ,1.811,11.346,1811.0,11346.0
,,,776.959,855.728,776959.0,855728.0
