row_label_raw,row_label_full,Số đầu năm(Hoàn nhập)/trích lập dự phòng rủi ro cho tài sản có rủi ro tin dụng,Năm nayTriệu đồng > 175.771 > (304),Năm trướcTriệu đồng > 162.977 > 1.462,numeric__Năm nayTriệu đồng > 175.771 > (304),numeric__Năm trướcTriệu đồng > 162.977 > 1.462
Trích lập dự phòng rủi ro cho tài sản khác,Trích lập dự phòng rủi ro cho tài sản khác,Trích lập dự phòng rủi ro cho tài sản khác,29.227,41.496,29227.0,41496.0
Sử dụng dự phòng xử lý rủi ro,Sử dụng dự phòng xử lý rủi ro,Sử dụng dự phòng xử lý rủi ro,-,(30.164),,-30164.0
Số cuối năm,Số cuối năm,Số cuối năm,204.694,175.771,204694.0,175771.0
