row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,188.571,315.401,188571.0,315401.0
Thu từ các khoản nợ đã xử lý,Thu từ các khoản nợ đã xử lý,Thu từ các khoản nợ đã xử lý,119.364,34.847,119364.0,34847.0
Hoàn ứng chi phí hoạt động,Hoàn ứng chi phí hoạt động,Hoàn ứng chi phí hoạt động,22.137,12.989,22137.0,12989.0
Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,21.426,85.496,21426.0,85496.0
Thu nhập khác từ bảo hiểm,Thu nhập khác từ bảo hiểm,Thu nhập khác từ bảo hiểm,9.000,25.000,9000.0,25000.0
Thu nhập từ IFC,Thu nhập từ IFC,Thu nhập từ IFC,5.291,4.594,5291.0,4594.0
Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,1.047,125.233,1047.0,125233.0
Thu nhập khác từ trái phiếu,Thu nhập khác từ trái phiếu,Thu nhập khác từ trái phiếu,-,13.206,,13206.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,10.306,14.036,10306.0,14036.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(44.650),(125.000),-44650.0,-125000.0
Lỗ từ hoán đối lãi suất,Lỗ từ hoán đối lãi suất,Lỗ từ hoán đối lãi suất,(37.196),(6.926),-37196.0,-6926.0
Chi công tác xã hội,Chi công tác xã hội,Chi công tác xã hội,(6.023),(2.173),-6023.0,-2173.0
Chi từ thanh lý tài sản cố định,Chi từ thanh lý tài sản cố định,Chi từ thanh lý tài sản cố định,-,(111.552),,-111552.0
Chi thanh lý cho VAMC,Chi thanh lý cho VAMC,Chi thanh lý cho VAMC,-,(1.887),,-1887.0
Chi phí khác,Chi phí khác,Chi phí khác,(1.431),(2.462),-1431.0,-2462.0
,,,143.921,190.401,143921.0,190401.0
