row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng
,,,Trên 3thángTriệu đồng,Đến 3thángTriệu đồng,Đến 1thángTriệu đồng,Từ 1 - 3thángTriệu đồng,Từ 3 - 12thángTriệu đồng,Từ 1 - 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
Tiền mặt,Tài sản > Tiền mặt,Tiền mặt,,,579.345,,,,,579.345,,,579345.0,,,,,579345.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,,,996.258,,,,,996.258,,,996258.0,,,,,996258.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,,,25.324.862,3.121.418,13.000,,,28.459.280,,,25324862.0,3121418.0,13000.0,,,28459280.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,,,2.001.459,,,,,2.001.459,,,2001459.0,,,,,2001459.0
Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,,,,,87.170,,,87.170,,,,,87170.0,,,87170.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,1.323.786,1.038.320,3.364.973,7.163.004,22.333.027,6.859.834,21.210.207,63.293.151,1323786.0,1038320.0,3364973.0,7163004.0,22333027.0,6859834.0,21210207.0,63293151.0
Hoạt động mua nợ - gộp,Tài sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,,,,,,153.234,,153.234,,,,,,153234.0,,153234.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,,,,15.900,3.842.968,6.983.455,6.140.674,16.982.997,,,,15900.0,3842968.0,6983455.0,6140674.0,16982997.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",,,,,,,182.978,182.978,,,,,,,182978.0,182978.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,,,25,402,9.162,63.448,882.690,955.727,,,25.0,402.0,9162.0,63448.0,882690.0,955727.0
Bất động sản đầu tư,Tài sản > Bất động sản đầu tư,Bất động sản đầu tư,,,,,,,69.980,69.980,,,,,,,69980.0,69980.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,242.666,,932.173,997.083,899.583,395.037,451.025,3.917.567,242666.0,,932173.0,997083.0,899583.0,395037.0,451025.0,3917567.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,1.566.452,1.038.320,33.199.095,11.297.807,27.184.910,14.455.008,28.937.554,117.679.146,1566452.0,1038320.0,33199095.0,11297807.0,27184910.0,14455008.0,28937554.0,117679146.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,,,21.810.277,2.868.614,13.578,1.798.998,11.234,26.502.701,,,21810277.0,2868614.0,13578.0,1798998.0,11234.0,26502701.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,,,26.396.979,16.501.775,28.028.888,1.568.043,12.538,72.508.223,,,26396979.0,16501775.0,28028888.0,1568043.0,12538.0,72508223.0
Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,,,112.202,49.749,,,,161.951,,,112202.0,49749.0,,,,161951.0
"Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro",,,314,550,8.836,901.419,26.633,937.752,,,314.0,550.0,8836.0,901419.0,26633.0,937752.0
Phật hành giấy tờ có giá,Nợ phải trả > Phật hành giấy tờ có giá,Phật hành giấy tờ có giá,,,,,5.200.000,5.930,400.000,5.605.930,,,,,5200000.0,5930.0,400000.0,5605930.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,,,1.826.245,,,,,1.826.245,,,1826245.0,,,,,1826245.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,,,50.146.017,19.420.688,33.251.302,4.274.390,450.405,107.542.802,,,50146017.0,19420688.0,33251302.0,4274390.0,450405.0,107542802.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,1.566.452,1.038.320,(16.946.922),(8.122.881),(6.066.392),10.180.618,28.487.149,10.136.344,1566452.0,1038320.0,-16946922.0,-8122881.0,-6066392.0,10180618.0,28487149.0,10136344.0
