row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,,
Tiền gửi tại và cho vay các TCTD khác,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,28.459.280,17.854.550,28459280.0,17854550.0
Chứng khoán kinh doanh - chứng khoán nợ,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Chứng khoán kinh doanh - chứng khoán nợ,Chứng khoán kinh doanh - chứng khoán nợ,2.001.459,-,2001459.0,
Công cụ tài chính phải sinh,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,-,49.812,,49812.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,,,,
- Cho vay khách hàng cá nhân,Cho vay khách hàng > - Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,29.222.971,25.081.051,29222971.0,25081051.0
- Cho vay khách hàng tổ chức,Cho vay khách hàng > - Cho vay khách hàng tổ chức,- Cho vay khách hàng tổ chức,34.070.180,31.721.914,34070180.0,31721914.0
Hoạt động mua nợ,Cho vay khách hàng > Hoạt động mua nợ,Hoạt động mua nợ,153.234,153.234,153234.0,153234.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,,,,
- Chứng khoán nợ - sẵn sàng để bán,Chứng khoán đầu tư > - Chứng khoán nợ - sẵn sàng để bán,- Chứng khoán nợ - sẵn sàng để bán,7.537.965,6.386.678,7537965.0,6386678.0
- Chứng khoán nợ - giữ đến ngày đáo hạn,Chứng khoán đầu tư > - Chứng khoán nợ - giữ đến ngày đáo hạn,- Chứng khoán nợ - giữ đến ngày đáo hạn,1.897.094,1.793.899,1897094.0,1793899.0
Tài sản tài chính khác,Chứng khoán đầu tư > Tài sản tài chính khác,Tài sản tài chính khác,2.558.353,2.015.659,2558353.0,2015659.0
Rủi ro tín dụng liên quan đến các tài sảnngoại bằng,Rủi ro tín dụng liên quan đến các tài sảnngoại bằng,Rủi ro tín dụng liên quan đến các tài sảnngoại bằng,Rủi ro tín dụng liên quan đến các tài sảnngoại bằng,Rủi ro tín dụng liên quan đến các tài sảnngoại bằng,,
Các hợp đồng bảo lãnh tài chính,Rủi ro tín dụng liên quan đến các tài sảnngoại bằng > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,4.895.559,4.676.168,4895559.0,4676168.0
Các cam kết trong thư tín dụng,Rủi ro tín dụng liên quan đến các tài sảnngoại bằng > Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,763.010,554.926,763010.0,554926.0
