row_label_raw,row_label_full,Chỉ tiêu > Số đầu năm > Lợi nhuận trong năm,Vốn điều lệ Triệu đồng > 5.713.114 > -,Vốn đầu tư XDCB Triệu đồng > 994 > -,Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 141.438 > -,Quỹ dự phòng tài chính Triệu đồng > 456.173 > -,Quỹ đầu tư phát triển Triệu đồng > 22.923 > -,Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 19.099 > -,Lợi nhuận chưa phân phối Triệu đồng > 1.489.038 > 1.117.657,Tổng cộng Triệu đồng > 7.842.779 > 1.117.657,numeric__Vốn điều lệ Triệu đồng > 5.713.114 > -,numeric__Vốn đầu tư XDCB Triệu đồng > 994 > -,numeric__Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 141.438 > -,numeric__Quỹ dự phòng tài chính Triệu đồng > 456.173 > -,numeric__Quỹ đầu tư phát triển Triệu đồng > 22.923 > -,numeric__Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 19.099 > -,numeric__Lợi nhuận chưa phân phối Triệu đồng > 1.489.038 > 1.117.657,numeric__Tổng cộng Triệu đồng > 7.842.779 > 1.117.657
Trích lập các quỹ,Trích lập các quỹ,Trích lập các quỹ,-,-,57.445,109.165,4.917,59,(171.586),-,,,57445.0,109165.0,4917.0,59.0,-171586.0,
"Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",-,-,-,-,-,-,(49.087),(49.087),,,,,,,-49087.0,-49087.0
Số cuối năm,Số cuối năm,Số cuối năm,5.713.114,994,198.883,565.338,27.840,19.158,2.386.022,8.911.349,5713114.0,994.0,198883.0,565338.0,27840.0,19158.0,2386022.0,8911349.0
