row_label_raw,row_label_full,col_0,31/12/2015,31/12/2015_1,31/12/2014,31/12/2014_1,numeric__31/12/2015,numeric__31/12/2015_1,numeric__31/12/2014,numeric__31/12/2014_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,52.402.072,"8,79",48.234.049,"10,87",52402072.0,8.79,48234049.0,10.87
Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,2.018.520,"0,34",1.599.262,"0,36",2018520.0,0.34,1599262.0,0.36
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,139.043.300,"23,32",102.225.088,"23,05",139043300.0,23.32,102225088.0,23.05
Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,42.802.957,"7,18",37.532.099,"8,46",42802957.0,7.18,37532099.0,8.46
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,196.903.909,"33,03",158.241.537,"35,67",196903909.0,33.03,158241537.0,35.67
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,800,"0,00",-,"0,00",800.0,0.0,,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,8.550.731,"1,43",6.822.967,"1,54",8550731.0,1.43,6822967.0,1.54
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,15.206.260,"2,55",7.832.174,"1,77",15206260.0,2.55,7832174.0,1.77
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,1.178.079,"0,20",436.955,"0,10",1178079.0,0.2,436955.0,0.1
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",136.950.305,"22,97",79.776.884,"17,98",136950305.0,22.97,79776884.0,17.98
"Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội",892.097,"0,15",877.341,"0,20",892097.0,0.15,877341.0,0.2
Khác,Khác,Khác,194.653,"0,04",1.307,"0,00",194653.0,0.04,1307.0,0.0
,,,596.143.683,100,443.579.663,100,596143683.0,100.0,443579663.0,100.0
