row_label_raw,row_label_full,col_0,Tài sản và nợ khác hạch toán theo giá trị phân bổ,Tổng cộng giá trị ghi số,Giá trị hợp lý,numeric__Tài sản và nợ khác hạch toán theo giá trị phân bổ,numeric__Tổng cộng giá trị ghi số,numeric__Giá trị hợp lý
,,,Triệu VND,Triệu VND,Triệu VND,,,
Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,45.401.599,45.401.599,(*),45401599.0,45401599.0,
Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,78.980.639,78.980.639,(*),78980639.0,78980639.0,
Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,566.473.200,566.473.200,(*),566473200.0,566473200.0,
"Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",35.295.248,35.295.248,(*),35295248.0,35295248.0,
Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,65.551.901,65.551.901,(*),65551901.0,65551901.0,
Các khoản nợ tài chính khác,Các khoản nợ tài chính khác,Các khoản nợ tài chính khác,13.684.402,13.684.402,(*),13684402.0,13684402.0,
,,,805.386.989,805.386.989,,805386989.0,805386989.0,
