row_label_raw,row_label_full,col_0,Năm 2015,Năm 2014,numeric__Năm 2015,numeric__Năm 2014
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động kinh doanh vàng và ngoại hối,Thu nhập từ hoạt động kinh doanh vàng và ngoại hối,Thu nhập từ hoạt động kinh doanh vàng và ngoại hối,1.202.694,1.740.634,1202694.0,1740634.0
Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,773.287,1.058.823,773287.0,1058823.0
Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,1.725,1.757,1725.0,1757.0
Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,427.682,680.054,427682.0,680054.0
Chi phí hoạt động kinh doanh vàng và ngoại hối,Chi phí hoạt động kinh doanh vàng và ngoại hối,Chi phí hoạt động kinh doanh vàng và ngoại hối,(913.393),(1.472.239),-913393.0,-1472239.0
Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,(505.280),(349.588),-505280.0,-349588.0
Chi về kinh doanh vàng,Chi về kinh doanh vàng,Chi về kinh doanh vàng,(1.270),(1.218),-1270.0,-1218.0
Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,(406.843),(1.121.433),-406843.0,-1121433.0
Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,289.301,268.395,289301.0,268395.0
