row_label_raw,row_label_full,col_0,Năm 2015,Năm 2014,numeric__Năm 2015,numeric__Năm 2014
,,,Triệu VND,Triệu VND,,
"1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí",40.873,31.493,40873.0,31493.0
2. Chi phí cho nhân viên:,2. Chi phí cho nhân viên:,2. Chi phí cho nhân viên:,6.074.933,4.765.605,6074933.0,4765605.0
Trong đó: - Chi lượng và phụ cấp,Trong đó: - Chi lượng và phụ cấp,Trong đó: - Chi lượng và phụ cấp,5.302.269,4.320.207,5302269.0,4320207.0
- Các khoản chi đóng góp theo lượng,- Các khoản chi đóng góp theo lượng,- Các khoản chi đóng góp theo lượng,249.969,167.214,249969.0,167214.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,247.405,23.239,247405.0,23239.0
3. Chi về tài sản:,3. Chi về tài sản:,3. Chi về tài sản:,2.037.756,1.539.065,2037756.0,1539065.0
Trong đó: khấu hao tài sản cố định,Trong đó: khấu hao tài sản cố định,Trong đó: khấu hao tài sản cố định,604.758,422.487,604758.0,422487.0
4. Chi cho hoạt động quản lý công vụ:,4. Chi cho hoạt động quản lý công vụ:,4. Chi cho hoạt động quản lý công vụ:,2.197.026,1.788.732,2197026.0,1788732.0
Trong đó: - Công tác phí,Trong đó: - Công tác phí,Trong đó: - Công tác phí,142.657,121.966,142657.0,121966.0
- Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,16.380,14.223,16380.0,14223.0
"5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",394.983,399.747,394983.0,399747.0
6. (Hoàn nhập) dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng rủi ro chứng khoản),6. (Hoàn nhập) dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng rủi ro chứng khoản),6. (Hoàn nhập) dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng rủi ro chứng khoản),(302.491),(268.892),-302491.0,-268892.0
,,,10.443.080,8.255.750,10443080.0,8255750.0
