row_label_raw,row_label_full,Khoản mục,Số đã trình bày trước đáy > Triệu VND,Phân loại lại > Triệu VND,Số sau phân loại > Triệu VND,numeric__Số đã trình bày trước đáy > Triệu VND,numeric__Phân loại lại > Triệu VND,numeric__Số sau phân loại > Triệu VND
Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,,,,,,
Các khoản phải thu,Băng cân đối kế toán > Các khoản phải thu,Các khoản phải thu,10.288.644,(2.124.600),8.164.044,10288644.0,-2124600.0,8164044.0
Tài sản Có khác,Băng cân đối kế toán > Tài sản Có khác,Tài sản Có khác,1.211.600,2.124.600,3.336.200,1211600.0,2124600.0,3336200.0
