row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,31/12/2015,31/12/2014,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2015,numeric__31/12/2014
A,A,A,TÀI SẢN,,,,,,,
I.,A > I.,I.,"Tiền mặt, vàng bạc, đá quý",6,6.567.534,5.385.031,,6.0,6567534.0,5385031.0
II.,A > II.,II.,Tiền gửi tại Ngân hàng Nhà nước (“NHNN”),7,21.718.717,23.097.743,,7.0,21718717.0,23097743.0
III.,A > III.,III.,Tiền gửi tại các TCTD khác và cho vay các TCTD khác,8,67.623.806,51.108.530,,8.0,67623806.0,51108530.0
1.,A > 1.,1.,Tiền gửi tại TCTD khác,,46.666.974,35.393.091,,,46666974.0,35393091.0
2.,A > 2.,2.,Cho vay các TCTD khác,,21.030.798,15.772.736,,,21030798.0,15772736.0
3.,A > 3.,3.,Dự phòng rủi ro tiền gửi tại các TCTD khác và cho vay các TCTD khác,9,(73.966),(57.297),,9.0,-73966.0,-57297.0
IV.,A > IV.,IV.,Chứng khoán kinh doanh,10,7.538.902,8.007.178,,10.0,7538902.0,8007178.0
1.,A > 1.,1.,Chứng khoán kinh doanh,,7.538.902,8.007.178,,,7538902.0,8007178.0
V.,A > V.,V.,Các công cụ tài chính phải sinh và các tài sản tài chính khác,11,101.882,-,,11.0,101882.0,
VI.,A > VI.,VI.,Cho vay khách hàng,,589.021.899,437.034.833,,,589021899.0,437034833.0
1.,A > 1.,1.,Cho vay khách hàng,12,596.143.683,443.579.663,,12.0,596143683.0,443579663.0
2.,A > 2.,2.,Dự phòng rủi ro cho vay khách hàng,13,(7.121.784),(6.544.830),,13.0,-7121784.0,-6544830.0
VII.,A > VII.,VII.,Chứng khoán đầu tư,14,121.216.032,91.265.454,,14.0,121216032.0,91265454.0
1.,A > 1.,1.,Chứng khoán đầu tư sẵn sàng để bán,,87.025.233,73.238.769,,,87025233.0,73238769.0
2.,A > 2.,2.,Chứng khoán đầu tư giữ đến ngày đáo hạn,,36.602.129,19.528.127,,,36602129.0,19528127.0
3.,A > 3.,3.,Dự phòng rủi ro chứng khoán đầu tư,,(2.411.330),(1.501.442),,,-2411330.0,-1501442.0
VIII.,A > VIII.,VIII.,"Góp vốn, đầu tư dài hạn",15,6.116.023,5.516.142,,15.0,6116023.0,5516142.0
1.,A > 1.,1.,Đầu tư vào công ty con,15.1,1.886.893,1.783.242,,151.0,1886893.0,1783242.0
2.,A > 2.,2.,Vốn góp liên doanh,15.2,3.753.326,3.359.605,,152.0,3753326.0,3359605.0
3.,A > 3.,3.,Đầu tư vào công ty liên kết,15.3,364.013,364.013,,153.0,364013.0,364013.0
4.,A > 4.,4.,"Góp vốn, đầu tư dài hạn khác",,463.216,543.644,,,463216.0,543644.0
5.,A > 5.,5.,Dự phòng giảm giá đầu tư dài hạn,15.4,(351.425),(534.362),,154.0,-351425.0,-534362.0
IX.,A > IX.,IX.,Tài sản cố định,16,8.492.736,6.645.226,,16.0,8492736.0,6645226.0
1.,A > 1.,1.,Tài sản cố định hữu hình,16.1,4.120.227,2.958.626,,161.0,4120227.0,2958626.0
a.,A > a.,a.,Nguyễn giá tài sản cố định,,7.354.848,5.341.341,,,7354848.0,5341341.0
b.,A > b.,b.,Hao mòn tài sản cố định,,(3.234.621),(2.382.715),,,-3234621.0,-2382715.0
2.,A > 2.,2.,Tài sản cố định thuê tài chính,16.2,402.557,479.502,,162.0,402557.0,479502.0
a.,A > a.,a.,Nguyễn giá tài sản cố định,,686.029,789.607,,,686029.0,789607.0
b.,A > b.,b.,Hao mòn tài sản cố định,,(283.472),(310.105),,,-283472.0,-310105.0
3.,A > 3.,3.,Tài sản cố định vô hình,16.3,3.969.952,3.207.098,,163.0,3969952.0,3207098.0
a.,A > a.,a.,Nguyễn giá tài sản cố định,,4.665.732,3.711.289,,,4665732.0,3711289.0
b.,A > b.,b.,Hao mòn tài sản cố định,,(695.780),(504.191),,,-695780.0,-504191.0
X.,A > X.,X.,Tài sản Có khác,17,18.613.408,19.870.240,,17.0,18613408.0,19870240.0
1.,A > 1.,1.,Các khoản phải thu,,5.419.312,8.164.044,,,5419312.0,8164044.0
2.,A > 2.,2.,"Các khoản lãi, phí phải thu",,9.183.715,8.385.103,,,9183715.0,8385103.0
3.,A > 3.,3.,Tài sản cố khác,,4.380.448,3.336.200,,,4380448.0,3336200.0
4.,A > 4.,4.,Dự phòng rủi ro cho các tài sản Có nội bảng khác,,(370.067),(15.107),,,-370067.0,-15107.0
,,,TỔNG TÀI SẢN,,847.010.939,647.930.377,,,847010939.0,647930377.0
