row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014,numeric__31/12/2015,numeric__31/12/2014
,,,Triệu VND,Triệu VND,,
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,86.901.564,72.627.799,86901564.0,72627799.0
Chứng khoán Chính phủ,Chứng khoán Chính phủ,Chứng khoán Chính phủ,66.517.857,61.249.238,66517857.0,61249238.0
Chứng khoán Nợ do các TCTD khác trong nước phát hành,Chứng khoán Nợ do các TCTD khác trong nước phát hành,Chứng khoán Nợ do các TCTD khác trong nước phát hành,10.371.019,4.285.417,10371019.0,4285417.0
Chứng khoán Nợ do các TCKT trong nước phát hành,Chứng khoán Nợ do các TCKT trong nước phát hành,Chứng khoán Nợ do các TCKT trong nước phát hành,10.012.688,7.093.144,10012688.0,7093144.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,123.669,610.970,123669.0,610970.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,113.974,203.944,113974.0,203944.0
Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,9.695,407.026,9695.0,407026.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(315.311),(372.152),-315311.0,-372152.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(64.171),(270.077),-64171.0,-270077.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(121.140),(102.075),-121140.0,-102075.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,(130.000),-,-130000.0,
,,,86.709.922,72.866.617,86709922.0,72866617.0
