row_label_raw,row_label_full,col_0,Dự phòng cụ thểTriệu VND,Dự phòng chungTriệu VND,Tổng cộngTriệu VND,numeric__Dự phòng cụ thểTriệu VND,numeric__Dự phòng chungTriệu VND,numeric__Tổng cộngTriệu VND
Số dư tại ngày 01/01/2014(Hoàn nhập) dự phòng trong năm 2014,Số dư tại ngày 01/01/2014(Hoàn nhập) dự phòng trong năm 2014,Số dư tại ngày 01/01/2014(Hoàn nhập) dự phòng trong năm 2014,18.097(18.023),161.786(104.563),179.883(122.586),,,
Số dư tại ngày 31/12/2014Trích lập/(Hoàn nhập) dự phòng trong năm 2015,Số dư tại ngày 01/01/2014(Hoàn nhập) dự phòng trong năm 2014 > Số dư tại ngày 31/12/2014Trích lập/(Hoàn nhập) dự phòng trong năm 2015,Số dư tại ngày 31/12/2014Trích lập/(Hoàn nhập) dự phòng trong năm 2015,7473.892,57.223(57.223),57.29716.669,7473892.0,,5729716669.0
Số dư tại ngày 31/12/2015,Số dư tại ngày 01/01/2014(Hoàn nhập) dự phòng trong năm 2014 > Số dư tại ngày 31/12/2015,Số dư tại ngày 31/12/2015,73.966,-,73.966,73966.0,,73966.0
