row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Triệu VND,numeric__Các giao dịch,numeric__Triệu VND
Cơ quan quản lý Nhà nước,Cơ quan quản lý Nhà nước,Cơ quan quản lý Nhà nước,- (Giảm) tiền gửi của BIDV tại cơ quan quản lý- (Giảm) tiền gửi của cơ quan quản lý tại BIDV- Tăng khoản vay của BIDV từ cơ quan quản lý,(1.379.026)(6.920.600)32.201.206,,
Các công ty con,Các công ty con,Các công ty con,- Tăng tiền gửi tại BIDV của các công ty con- (Giảm) tiền vay từ BIDV của các công ty con- (Giảm) tiền vay của BIDV tại các công ty con- (Giảm) nấm giữ trái phiếu BIDV của các công ty con- Tăng phải thu từ các công ty con,1.020.852(683.378)(267.801)(9.734)272.000,,
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- (Giảm) tiền gửi tại BIDV của các công ty liên doanh- (Giảm) tiền gửi của BIDV tại các công ty liên doanh- (Giảm) tiền vay từ BIDV của các công ty liên doanh- (Giảm) tiền BIDV vay của các công ty liên doanh,(535.419)(5.366.412)(109.626)(212.460),,
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- Tăng tiền gửi tại BIDV của các công ty liên kết- (Giảm) tiền vay từ BIDV của các công ty liên kết,14.478(262.775),,
