row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2015,Năm 2014,numeric__Thuyết minh,numeric__Năm 2015,numeric__Năm 2014
(Tăng)/giám các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,Những thay đổi về tài sản hoạt động > (Tăng)/giám các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,(Tăng)/giám các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,,(176.642),314.632,,-176642.0,314632.0
(Tăng) các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,,(123.578.802),(54.648.874),,-123578802.0,-54648874.0
(Giảm) nguồn dự phòng để bù đáp tồn thất các khoản nợ xấu,Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để bù đáp tồn thất các khoản nợ xấu,(Giảm) nguồn dự phòng để bù đáp tồn thất các khoản nợ xấu,13,(3.642.835),(5.985.875),13.0,-3642835.0,-5985875.0
(Giảm) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,(Giảm) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,13,(1.029.827),(462.343),13.0,-1029827.0,-462343.0
Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,,5.779.822,121.836,,5779822.0,121836.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
Tăng/(giảm) các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > Tăng/(giảm) các khoản nợ Chính phủ và NHNN,Tăng/(giảm) các khoản nợ Chính phủ và NHNN,,31.409.689,(258.178),,31409689.0,-258178.0
"(Giảm)/tăng các khoản tiền gửi, tiền vay các TCTD khác","Những thay đổi về công nợ hoạt động > (Giảm)/tăng các khoản tiền gửi, tiền vay các TCTD khác","(Giảm)/tăng các khoản tiền gửi, tiền vay các TCTD khác",,(14.336.150),38.643.169,,-14336150.0,38643169.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),,91.740.027,105.454.631,,91740027.0,105454631.0
Tăng/(giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng/(giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,45.465.210,(13.227.468),,45465210.0,-13227468.0
"(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > (Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,(150.019),(31.800.154),,-150019.0,-31800154.0
(Giảm) khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > (Giảm) khác về công nợ hoạt động,(Giảm) khác về công nợ hoạt động,,(1.124.304),(353.932),,-1124304.0,-353932.0
Chi từ quỹ của tổ chức tín dụng,Những thay đổi về công nợ hoạt động > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,25,(514),(682),25.0,-514.0,-682.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,7.507.534,12.025.510,,7507534.0,12025510.0
