row_label_raw,row_label_full,col_0,Số dư tại01/01/2015,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dư tại31/12/2015,numeric__Số dư tại01/01/2015,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dư tại31/12/2015
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế GTGT,Thuế GTGT,Thuế GTGT,17.363,220.469,(216.438),21.394,17363.0,220469.0,-216438.0,21394.0
Thuế TNDN (*),Thuế TNDN (*),Thuế TNDN (*),353.888,1.543.083,(1.694.146),202.825,353888.0,1543083.0,-1694146.0,202825.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,23.493,268.372,(256.598),35.267,23493.0,268372.0,-256598.0,35267.0
"Các khoản phải nộp khác và các khoản phí, lệ phí","Các khoản phải nộp khác và các khoản phí, lệ phí","Các khoản phải nộp khác và các khoản phí, lệ phí",122.960,130.093,(73.786),179.267,122960.0,130093.0,-73786.0,179267.0
,,,517.704,2.162.017,(2.240.968),438.753,517704.0,2162017.0,-2240968.0,438753.0
