row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Nguyên giá TSCĐ vô hình,Nguyên giá TSCĐ vô hình,Nguyên giá TSCĐ vô hình,Nguyên giá TSCĐ vô hình,Nguyên giá TSCĐ vô hình,Nguyên giá TSCĐ vô hình,,,
Số dư tại ngày 01 tháng 01 năm 2014,Nguyên giá TSCĐ vô hình > Số dư tại ngày 01 tháng 01 năm 2014,Số dư tại ngày 01 tháng 01 năm 2014,2.148.518,540.616,2.689.134,2148518.0,540616.0,2689134.0
Mua trong năm,Nguyên giá TSCĐ vô hình > Mua trong năm,Mua trong năm,935.489,72.882,1.008.371,935489.0,72882.0,1008371.0
Tăng khác,Nguyên giá TSCĐ vô hình > Tăng khác,Tăng khác,10.868,2.916,13.784,10868.0,2916.0,13784.0
Số dư tại ngày 31 tháng 12 năm 2014,Nguyên giá TSCĐ vô hình > Số dư tại ngày 31 tháng 12 năm 2014,Số dư tại ngày 31 tháng 12 năm 2014,3.094.875,616.414,3.711.289,3094875.0,616414.0,3711289.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư tại ngày 01 tháng 01 năm 2014,Giá trị hao mòn lũy kế > Số dư tại ngày 01 tháng 01 năm 2014,Số dư tại ngày 01 tháng 01 năm 2014,93.648,324.284,417.932,93648.0,324284.0,417932.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,27.303,50.500,77.803,27303.0,50500.0,77803.0
Tăng khác,Giá trị hao mòn lũy kế > Tăng khác,Tăng khác,921,7.535,8.456,921.0,7535.0,8456.0
Số dư tại ngày 31 tháng 12 năm 2014,Giá trị hao mòn lũy kế > Số dư tại ngày 31 tháng 12 năm 2014,Số dư tại ngày 31 tháng 12 năm 2014,121.872,382.319,504.191,121872.0,382319.0,504191.0
Giá trị còn lại của TSCĐ vô hình,Giá trị còn lại của TSCĐ vô hình,Giá trị còn lại của TSCĐ vô hình,Giá trị còn lại của TSCĐ vô hình,Giá trị còn lại của TSCĐ vô hình,Giá trị còn lại của TSCĐ vô hình,,,
Tại ngày 01 tháng 01 năm 2014,Giá trị còn lại của TSCĐ vô hình > Tại ngày 01 tháng 01 năm 2014,Tại ngày 01 tháng 01 năm 2014,2.054.870,216.332,2.271.202,2054870.0,216332.0,2271202.0
Tại ngày 31 tháng 12 năm 2014,Giá trị còn lại của TSCĐ vô hình > Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,2.973.003,234.095,3.207.098,2973003.0,234095.0,3207098.0
