row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1.,1.,1.,Bảo lãnh vay vốn,38,15.390.290,8.785.288,,38.0,15390290.0,8785288.0
2.,2.,2.,Cam kết giao dịch hồi đoái,38,803.727.044,725.754.038,,38.0,803727044.0,725754038.0
,,,Cam kết mua ngoại tệ,,6.892.967,1.407.061,,,6892967.0,1407061.0
,,,Cam kết bán ngoại tệ,,6.892.619,1.405.875,,,6892619.0,1405875.0
,,,Cam kết giao dịch hoán đối,,789.941.458,722.941.102,,,789941458.0,722941102.0
3.,3.,3.,Cam kết trong nghiệp vụ L/C,38,66.676.985,55.973.190,,38.0,66676985.0,55973190.0
4.,4.,4.,Bảo lãnh khác,38,108.123.701,102.183.064,,38.0,108123701.0,102183064.0
5.,5.,5.,Các cam kết khác,38,63.111.263,68.704.794,,38.0,63111263.0,68704794.0
6.,6.,6.,Lãi cho vay và phí phải thu chưa thu được,39,10.548.196,9.516.848,,39.0,10548196.0,9516848.0
7.,7.,7.,Nợ khó đòi đã xử lý,40,164.013.377,147.183.994,,40.0,164013377.0,147183994.0
8.,8.,8.,Tài sản và chứng từ khác,41,123.933.645,84.155.460,,41.0,123933645.0,84155460.0
