row_label_raw,row_label_full,STT CHỈ TIÊU,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,,
01. Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 01. Mua sắm tài sản cố định,01. Mua sắm tài sản cố định,(1.284.157),(781.738),-1284157.0,-781738.0
"02. Tiền thu từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 02. Tiền thu từ thanh lý, nhượng bán tài sản cố định","02. Tiền thu từ thanh lý, nhượng bán tài sản cố định",14.715,10.303,14715.0,10303.0
"03. Tiền chi từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 03. Tiền chi từ thanh lý, nhượng bán tài sản cố định","03. Tiền chi từ thanh lý, nhượng bán tài sản cố định",(2.641),(2.591),-2641.0,-2591.0
"04. Tiền chi đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 04. Tiền chi đầu tư, góp vốn vào các đơn vị khác","04. Tiền chi đầu tư, góp vốn vào các đơn vị khác",,(283.800),,-283800.0
"05. Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 05. Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","05. Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",71.871,627.606,71871.0,627606.0
II. Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > II. Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền thuần từ hoạt động đầu tư,(1.200.212),(430.220),-1200212.0,-430220.0
III. Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > III. Lưu chuyển tiền thuần trong năm,III. Lưu chuyển tiền thuần trong năm,100.747.559,27.372.676,100747559.0,27372676.0
IV. Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > IV. Tiền và các khoản tương đương tiền đầu năm,IV. Tiền và các khoản tương đương tiền đầu năm,273.371.122,245.998.446,273371122.0,245998446.0
V. Tiền và các khoản tương đương tiền cuối năm(Thuyết minh số 34),LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > V. Tiền và các khoản tương đương tiền cuối năm(Thuyết minh số 34),V. Tiền và các khoản tương đương tiền cuối năm(Thuyết minh số 34),374.118.681,273.371.122,374118681.0,273371122.0
