row_label_raw,row_label_full,col_0,Chưa quá hạn vàchưa bị giảm giá,Đã quá hạn vàchưa bị giảm giá,Đã bị giảm giá vàtrích lập dự phòng,Tổng cộng,numeric__Chưa quá hạn vàchưa bị giảm giá,numeric__Đã quá hạn vàchưa bị giảm giá,numeric__Đã bị giảm giá vàtrích lập dự phòng,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Tiền gửi và cho vaycác TCTD khác,Tiền gửi và cho vaycác TCTD khác,Tiền gửi và cho vaycác TCTD khác,374.863.906,-,-,374.863.906,374863906.0,,,374863906.0
- Tiền gửi tại TCTD khác,- Tiền gửi tại TCTD khác,- Tiền gửi tại TCTD khác,371.252.257,-,-,371.252.257,371252257.0,,,371252257.0
- Cho vay các TCTD khác,- Cho vay các TCTD khác,- Cho vay các TCTD khác,3.611.649,-,-,3.611.649,3611649.0,,,3611649.0
Cho vay khách hàng (*),Cho vay khách hàng (*),Cho vay khách hàng (*),1.648.928.276,373.248,59.407.065,1.708.708.589,1648928276.0,373248.0,59407065.0,1708708589.0
Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),210.930.245,-,386.818,211.317.063,210930245.0,,386818.0,211317063.0
- Chứng khoán đầu tư sẵnsàng để bán (*),- Chứng khoán đầu tư sẵnsàng để bán (*),- Chứng khoán đầu tư sẵnsàng để bán (*),184.930.245,-,40,184.930.285,184930245.0,,40.0,184930285.0
- Chứng khoán đầu tư giữđến ngày đáo hạn (*),- Chứng khoán đầu tư giữđến ngày đáo hạn (*),- Chứng khoán đầu tư giữđến ngày đáo hạn (*),26.000.000,-,386.778,26.386.778,26000000.0,,386778.0,26386778.0
Tổng cộng,Tổng cộng,Tổng cộng,2.234.722.427,373.248,59.793.883,2.294.889.558,2234722427.0,373248.0,59793883.0,2294889558.0
