row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN,,,,,,,
I.,A. > I.,I.,Tiền mặt,5,11.009.260,9.610.410,,5.0,11009260.0,9610410.0
II.,A. > II.,II.,"Tiền gửi tại Ngân hàng Nhà nước (""NHNN"")",6,34.431.153,40.596.555,,6.0,34431153.0,40596555.0
III.,A. > III.,III.,Tiền gửi và cho vay các TCTD khác,7,374.863.906,276.784.594,,7.0,374863906.0,276784594.0
1.,A. > 1.,1.,Tiền gửi tại các TCTD khác,,371.252.257,260.206.169,,,371252257.0,260206169.0
2.,A. > 2.,2.,Cho vay các TCTD khác,,3.611.649,16.578.425,,,3611649.0,16578425.0
IV.,A. > IV.,IV.,Chứng khoán kinh doanh,8,-,63.118,,8.0,,63118.0
1.,A. > 1.,1.,Chứng khoán kinh doanh,,-,63.118,,,,63118.0
V.,A. > V.,V.,Cho vay khách hàng,,1.672.377.122,1.433.266.054,,,1672377122.0,1433266054.0
1.,A. > 1.,1.,Cho vay khách hàng,10,1.708.708.589,1.460.764.608,,10.0,1708708589.0,1460764608.0
2.,A. > 2.,2.,Dự phòng rủi ro cho vay khách hàng,11,(36.331.467),(27.498.554),,11.0,-36331467.0,-27498554.0
VI.,A. > VI.,VI.,Chứng khoán đầu tư,12,210.917.810,177.769.970,,12.0,210917810.0,177769970.0
1.,A. > 1.,1.,Chứng khoán đầu tư sẵn sàng để bán,12.1,184.930.285,177.090.667,,121.0,184930285.0,177090667.0
2.,A. > 2.,2.,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,26.386.778,786.778,,122.0,26386778.0,786778.0
3.,A. > 3.,3.,Dự phòng rủi ro chứng khoán đầu tư,12.4,(399.253),(107.475),,124.0,-399253.0,-107475.0
VII.,A. > VII.,VII.,"Góp vốn, đầu tư dài hạn",13,5.835.582,5.835.582,,13.0,5835582.0,5835582.0
1.,A. > 1.,1.,Đầu tư vào công ty con,13.1,4.123.832,4.123.832,,131.0,4123832.0,4123832.0
2.,A. > 2.,2.,Vốn góp liên doanh,13.2,1.688.788,1.688.788,,132.0,1688788.0,1688788.0
3.,A. > 3.,3.,Đầu tư dài hạn khác,,22.962,22.962,,,22962.0,22962.0
VIII.,A. > VIII.,VIII.,Tài sản cố định,,9.745.660,9.895.243,,,9745660.0,9895243.0
1.,A. > 1.,1.,Tài sản cố định hữu hình,14,5.994.458,5.976.638,,14.0,5994458.0,5976638.0
a.,A. > a.,a.,Nguyên giá TSCĐ,,16.899.990,16.305.468,,,16899990.0,16305468.0
b.,A. > b.,b.,Hao mòn TSCĐ,,(10.905.532),(10.328.830),,,-10905532.0,-10328830.0
2.,A. > 2.,2.,Tài sản cố định vô hình,15,3.751.202,3.918.605,,15.0,3751202.0,3918605.0
a.,A. > a.,a.,Nguyên giá TSCĐ,,6.753.667,6.665.612,,,6753667.0,6665612.0
b.,A. > b.,b.,Hao mòn TSCĐ,,(3.002.465),(2.747.007),,,-3002465.0,-2747007.0
IX.,A. > IX.,IX.,Tài sản Có khác,16,41.385.780,57.435.976,,16.0,41385780.0,57435976.0
1.,A. > 1.,1.,Các khoản phải thu,16.1,25.433.411,40.262.627,,161.0,25433411.0,40262627.0
2.,A. > 2.,2.,"Các khoản lãi, phí phải thu",,12.966.226,14.359.841,,,12966226.0,14359841.0
3.,A. > 3.,3.,Tài sản Có khác,16.2,3.065.728,2.892.664,,162.0,3065728.0,2892664.0
4.,A. > 4.,4.,Dự phòng rủi ro cho các tài sản Có nội bằng khác,16.3,(79.585),(79.156),,163.0,-79585.0,-79156.0
TỔNG TÀI SẢN CÓ,A. > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,2.360.566.273,2.011.257.502,,,2360566273.0,2011257502.0
