row_label_raw,row_label_full,STT,Tên công ty/ngân hàng,Được thành lập theo,Lĩnh vực hoạt động chính,% sở hữu của Ngân hàng,numeric__Tên công ty/ngân hàng,numeric__Được thành lập theo,numeric__Lĩnh vực hoạt động chính,numeric__% sở hữu của Ngân hàng
7,7,7,Công ty TNHH MTV Chuyển tiền Toàn cầu - Ngân hàng TMCP Công thương Việt Nam,"Giấy chứng nhận Đăng ký Doanh nghiệp số 0105757686 do Sở Kế hoạch và Đầu tư thành phố Hà Nội cấp ngày 03 tháng 01 năm 2012, đăng ký thay đối lần 1 ngày 13 tháng 3 năm 2015",Hoạt động trung gian tiền tệ,100%,,,,1.0
8,8,8,Ngân hàng TNHH Công thương Việt Nam tại Lào,Giấy chứng nhận Đăng ký Doanh nghiệp số 068/NHCHDCNDL do Ngân hàng Trung ương CHDCND Lào cấp ngày 08 tháng 7 năm 2015 và Giấy phép điều chỉnh số 2947/Chtaw ngày 27 tháng 9 năm 2023,Tài chính ngân hàng,100%,,,,1.0
