row_label_raw,row_label_full,Bên liên quan,Quan hệ,Các giao dịch,Năm nay,Năm trước,numeric__Quan hệ,numeric__Các giao dịch,numeric__Năm nay,numeric__Năm trước
Bên liên quan,Bên liên quan,Bên liên quan,Quan hệ,Các giao dịch,Triệu VND,Triệu VND,,,,
Ngân hàng Nhà nước Việt Nam,Bên liên quan > Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Chủ sở hữu và Cơ quan quản lý trực tiếp,Tăng tiền gửi tại NHNN,(6.165.402),10.869.948,,,-6165402.0,10869948.0
Ngân hàng Nhà nước Việt Nam,Bên liên quan > Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Chủ sở hữu và Cơ quan quản lý trực tiếp,Tăng/(Giảm) tiền vay,8.745.982,(969.742),,,8745982.0,-969742.0
Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Chủ sở hữu và Cơ quan quản lý trực tiếp,NHNN,,,,,,
The Bank of Tokyo - Mitsubishi UFJ,Ngân hàng Nhà nước Việt Nam > The Bank of Tokyo - Mitsubishi UFJ,The Bank of Tokyo - Mitsubishi UFJ,Cổ đông chiến lược,Doanh thu lãi tiền gửi,486,79,,,486.0,79.0
The Bank of Tokyo - Mitsubishi UFJ,Ngân hàng Nhà nước Việt Nam > The Bank of Tokyo - Mitsubishi UFJ,The Bank of Tokyo - Mitsubishi UFJ,Cổ đông chiến lược,Chi phí lãi tiền gửi,10.660,2.421,,,10660.0,2421.0
The Bank of Tokyo - Mitsubishi UFJ,Ngân hàng Nhà nước Việt Nam > The Bank of Tokyo - Mitsubishi UFJ,The Bank of Tokyo - Mitsubishi UFJ,Cổ đông chiến lược,Chi phí lãi tiền vay,12.326,184.044,,,12326.0,184044.0
Ngân hàng TNHH Indovina,Ngân hàng Nhà nước Việt Nam > Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng liên doanh,Doanh thu lãi tiền gửi,38.726,23.886,,,38726.0,23886.0
Ngân hàng TNHH Indovina,Ngân hàng Nhà nước Việt Nam > Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng liên doanh,Chi phí lãi tiền gửi,31.104,54,,,31104.0,54.0
Ngân hàng TNHH Indovina,Ngân hàng Nhà nước Việt Nam > Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng liên doanh,Cổ tức nhận được,-,359.634,,,,359634.0
Các công ty con/Ngân hàng con,Ngân hàng Nhà nước Việt Nam > Các công ty con/Ngân hàng con,Các công ty con/Ngân hàng con,Các công ty con/Ngân hàng con,Doanh thu lãi tiền gửi,143.638,163.623,,,143638.0,163623.0
Các công ty con/Ngân hàng con,Ngân hàng Nhà nước Việt Nam > Các công ty con/Ngân hàng con,Các công ty con/Ngân hàng con,Các công ty con/Ngân hàng con,Doanh thu lãi tiền vay,-,11.709,,,,11709.0
Các công ty con/Ngân hàng con,Ngân hàng Nhà nước Việt Nam > Các công ty con/Ngân hàng con,Các công ty con/Ngân hàng con,Các công ty con/Ngân hàng con,Chi phí lãi tiền gửi,36.417,47.063,,,36417.0,47063.0
Các công ty con/Ngân hàng con,Ngân hàng Nhà nước Việt Nam > Các công ty con/Ngân hàng con,Các công ty con/Ngân hàng con,Các công ty con/Ngân hàng con,Lợi nhuận nhận được,61.840,192.525,,,61840.0,192525.0
