row_label_raw,row_label_full,col_0,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,numeric__Dự phòng chung,numeric__Dự phòng cụ thể,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư đầu năm (Trình bày lại),Số dư đầu năm (Trình bày lại),Số dư đầu năm (Trình bày lại),9.345.537,19.845.335,29.190.872,9345537.0,19845335.0,29190872.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,1.514.469,23.477.279,24.991.748,1514469.0,23477279.0,24991748.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,(26.684.066),(26.684.066),,-26684066.0,-26684066.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,10.860.006,16.638.548,27.498.554,10860006.0,16638548.0,27498554.0
