row_label_raw,row_label_full,STT,Tên công ty,Được thành lập theo,Lĩnh vực hoạt động chính,% sở hữu của Ngân hàng,numeric__Tên công ty,numeric__Được thành lập theo,numeric__Lĩnh vực hoạt động chính,numeric__% sở hữu của Ngân hàng
1,1,1,Công ty Cho thuê tài chính TNHH MTV - Ngân hàng TMCP Công thương Việt Nam,"Giấy phép Thành lập và Hoạt động số 53/1998/QĐ-NHNN5 do Ngân hàng Nhà nước cấp ngày 26 tháng 01 năm 1998 và Giấy chứng nhận Đăng ký kinh doanh số 0101047075 do Sở Kế hoạch và Đầu tư Hà Nội cấp lần đầu ngày 31 tháng 8 năm 2009, đăng ký thay đối lần thứ 11 ngày 01 tháng 6 năm 2022",Cho thuê tài chính,100%,,,,1.0
2,2,2,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,Giấy phép Thành lập và Hoạt động số 107/UBCK-GP do Ủy ban Chứng khoán Nhà nước cấp ngày 01 tháng 7 năm 2009 và Giấy phép điều chỉnh gần nhất số 103/GPĐC-UBCK ngày 17 tháng 01 năm 2025,Hoạt động về chứng khoán,"75,64%",,,,0.7564
3,3,3,Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản - Ngân hàng TMCP Công thương Việt Nam,"Giấy chứng nhận Đăng ký Doanh nghiệp số 0302077030 do Sở Kế hoạch và Đầu tư thành phố Hồ Chí Minh cấp ngày 20 tháng 7 năm 2010, đăng ký thay đối lần thứ 6 ngày 12 tháng 01 năm 2021",Quản lý tài sản,100%,,,,1.0
4,4,4,Tổng Công ty Cổ phần Bảo hiểm - Ngân hàng TMCP Công thương Việt Nam,Giấy phép Thành lập và Hoạt động số 21GP/KDBH do Bộ Tài chính cấp ngày 12 tháng 12 năm 2002 và Giấy phép điều chỉnh số 21/GPĐC34/KDBH do Bộ Tài chính cấp ngày 20 tháng 11 năm 2024,Bảo hiểm phi nhân thọ,"73,37%",,,,0.7337
5,5,5,Công ty TNHH MTV Vàng bạc Đá quý - Ngân hàng TMCP Công thương Việt Nam,"Giấy chứng nhận Đăng ký Doanh nghiệp số 0105011873 do Sở Kế hoạch và Đầu tư thành phố Hà Nội cấp ngày 25 tháng 11 năm 2010, đăng ký thay đối lần thứ 11 ngày 02 tháng 7 năm 2024","Kinh doanh, sản xuất, gia công, chế tác vàng bạc đá quý",100%,,,,1.0
6,6,6,Công ty TNHH MTV Quản lý Quỹ - Ngân hàng TMCP Công thương Việt Nam,Giấy phép Thành lập và Hoạt động số 50/UBCK-GP do Ủy ban Chứng khoán Nhà nước cấp ngày 26 tháng 10 năm 2010 và Giấy phép điều chỉnh số 46/GPĐC-UBCK ngày 21 tháng 6 năm 2024,Quản lý quỹ,100%,,,,1.0
