row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
,,,Những thay đối về tài sản hoạt động,(277.084.068),(213.016.363),,-277084068.0,-213016363.0
09.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 09.,09.,Thay đối các khoản tiền gửi và cho vay các TCTD khác,7.434.799,(9.562.440),,7434799.0,-9562440.0
10.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 10.,10.,Thay đối các khoản về kinh doanh chứng khoán,(33.376.500),(8.082.754),,-33376500.0,-8082754.0
11.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 11.,11.,Thay đối các công cụ tài chính phải sinh và các tài sản tài chính khác,(18.075),3.077.852,,-18075.0,3077852.0
12.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 12.,12.,Thay đối các khoản cho vay khách hàng,(247.943.981),(196.565.980),,-247943981.0,-196565980.0
13.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 13.,13.,"Thay đối nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất",(18.417.106),(26.684.066),,-18417106.0,-26684066.0
14.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 14.,14.,Thay đối khác về tài sản hoạt động,15.236.795,24.801.025,,15236795.0,24801025.0
,,,Những thay đối về công nợ hoạt động,333.295.783,191.107.275,,333295783.0,191107275.0
15.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 15.,15.,Thay đối các khoản nợ chính phủ và NHNN,132.469.999,(82.965.197),,132469999.0,-82965197.0
16.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 16.,16.,"Thay đối các khoản tiền gửi, tiền vay các TCTD khác",(27.898.561),91.631.052,,-27898561.0,91631052.0
17.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 17.,17.,Thay đối tiền gửi của khách hàng,194.003.403,162.255.518,,194003403.0,162255518.0
18.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 18.,18.,Thay đối phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),36.477.863,24.005.308,,36477863.0,24005308.0
19.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 19.,19.,"Thay đối vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",(84.496),(228.202),,-84496.0,-228202.0
20.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 20.,20.,Thay đối các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(136.437),552.633,,-136437.0,552633.0
21.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 21.,21.,Thay đối khác về công nợ hoạt động,(1.535.988),(4.143.837),,-1535988.0,-4143837.0
I.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,101.947.771,27.802.896,,101947771.0,27802896.0
