row_label_raw,row_label_full,col_0,Không chịu lãi,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Trong hạn_5,Tổng,numeric__Không chịu lãi,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Trong hạn_5,numeric__Tổng
,,,Không chịu lãi,Trên 03 tháng,Đến 03 tháng,Đến 01 tháng,Từ 01-03 tháng,Từ 03-06 tháng,Từ 06 -12 tháng,Từ 01-05 năm,Trên 05 năm,Tổng,,,,,,,,,,
Chỉ tiêu Tài sản,Chỉ tiêu Tài sản,Chỉ tiêu Tài sản,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
Tiền mặt,Chỉ tiêu Tài sản > Tiền mặt,Tiền mặt,11.009.260,-,-,-,-,-,-,-,-,11.009.260,11009260.0,,,,,,,,,11009260.0
Tiền gửi tại NHNN,Chỉ tiêu Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,34.431.153,-,-,,-,-,-,-,-,34.431.153,34431153.0,,,,,,,,,34431153.0
Tiền gửi và cho vay các TCTD khác,Chỉ tiêu Tài sản > Tiền gửi và cho vay các TCTD khác,Tiền gửi và cho vay các TCTD khác,-,-,-,319.141.987,28.122.123,25.114.936,2.484.860,-,-,374.863.906,,,,319141987.0,28122123.0,25114936.0,2484860.0,,,374863906.0
Cho vay khách hàng (*),Chỉ tiêu Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),108.176,21.334.431,22.664.582,412.246.616,472.680.547,535.781.478,157.830.714,84.421.945,1.640.100,1.708.708.589,108176.0,21334431.0,22664582.0,412246616.0,472680547.0,535781478.0,157830714.0,84421945.0,1640100.0,1708708589.0
Chứng khoán đầu tư (*),Chỉ tiêu Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),3.880.944,386.778,-,6.150.000,20.725.530,30.050.000,58.150.000,28.549.000,63.424.811,211.317.063,3880944.0,386778.0,,6150000.0,20725530.0,30050000.0,58150000.0,28549000.0,63424811.0,211317063.0
"Góp vốn, đầu tư dài hạn","Chỉ tiêu Tài sản > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",5.835.582,-,-,-,-,-,-,-,-,5.835.582,5835582.0,,,,,,,,,5835582.0
Tài sản cố định,Chỉ tiêu Tài sản > Tài sản cố định,Tài sản cố định,9.745.660,-,-,-,-,-,-,-,-,9.745.660,9745660.0,,,,,,,,,9745660.0
Tài sản Có khác (*),Chỉ tiêu Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),40.300.746,79.585,-,563.671,362.535,121.308,37.520,-,-,41.465.365,40300746.0,79585.0,,563671.0,362535.0,121308.0,37520.0,,,41465365.0
Tổng tài sản (*),Chỉ tiêu Tài sản > Tổng tài sản (*),Tổng tài sản (*),105.311.521,21.800.794,22.664.582,738.102.274,521.890.735,591.067.722,218.503.094,112.970.945,65.064.911,2.397.376.578,105311521.0,21800794.0,22664582.0,738102274.0,521890735.0,591067722.0,218503094.0,112970945.0,65064911.0,2397376578.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,-,96.401.051,57.395.000,104.547,383.506,-,-,154.284.104,,,,96401051.0,57395000.0,104547.0,383506.0,,,154284104.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,-,262.177.947,2.552.681,2.671.108,37.520,-,-,267.439.256,,,,262177947.0,2552681.0,2671108.0,37520.0,,,267439256.0
