row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2021VND,Giá trị giao dịch > 2020VND,Phải thu/(Phải trả) tại ngày > 31/12/2021VND,Phải thu/(Phải trả) tại ngày > 1/1/2021VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2021VND,numeric__Giá trị giao dịch > 2020VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2021VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2021VND
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Bán hàng hóa,21.002.393,68.168.660,-,-,,21002393.0,68168660.0,,
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Mua hàng hóa và dịch vụ,2.825.257.000,96.100.000,(300.217.500),(82.995.000),,2825257000.0,96100000.0,-300217500.0,-82995000.0
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Phí hỗ trợ quản lý,2.607.980.855,4.181.202.965,2.868.778.941,4.566.907.528,,2607980855.0,4181202965.0,2868778941.0,4566907528.0
Công ty TNHH MML Farm Nghệ An(trước đây là “Công ty TNHH MNSFarm Nghệ An”),Công ty TNHH MML Farm Nghệ An(trước đây là “Công ty TNHH MNSFarm Nghệ An”),Công ty TNHH MML Farm Nghệ An(trước đây là “Công ty TNHH MNSFarm Nghệ An”),Bán hàng hóa,75.792.465,352.358.457,-,-,,75792465.0,352358457.0,,
Công ty TNHH MML Farm Nghệ An(trước đây là “Công ty TNHH MNSFarm Nghệ An”),Công ty TNHH MML Farm Nghệ An(trước đây là “Công ty TNHH MNSFarm Nghệ An”),Công ty TNHH MML Farm Nghệ An(trước đây là “Công ty TNHH MNSFarm Nghệ An”),Phí hỗ trợ quản lý,2.600.920.637,5.174.364.010,1.600.876.379,2.778.795.592,,2600920637.0,5174364010.0,1600876379.0,2778795592.0
Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế (*),Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế (*),Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế (*),Bán hàng hóa,113.105.734,98.618.185,-,5.480.000,,113105734.0,98618185.0,,5480000.0
Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế (*),Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế (*),Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế (*),Phí hỗ trợ quản lý,1.715.889.467,1.874.054.697,-,968.269.483,,1715889467.0,1874054697.0,,968269483.0
Công ty TNHH MNS FeedTiền Giang (*),Công ty TNHH MNS FeedTiền Giang (*),Công ty TNHH MNS FeedTiền Giang (*),Bán hàng hóa,5.112.473,12.909.091,-,-,,5112473.0,12909091.0,,
Công ty TNHH MNS FeedTiền Giang (*),Công ty TNHH MNS FeedTiền Giang (*),Công ty TNHH MNS FeedTiền Giang (*),Phí hỗ trợ quản lý,846.324.954,1.016.708.669,-,525.670.141,,846324954.0,1016708669.0,,525670141.0
Công ty TNHH MNS FeedThái Nguyên (*),Công ty TNHH MNS FeedThái Nguyên (*),Công ty TNHH MNS FeedThái Nguyên (*),Bán hàng hóa,51.368.326,48.218.180,-,-,,51368326.0,48218180.0,,
