row_label_raw,row_label_full,col_0,Mã số,2021 VND,2020 VND,numeric__Mã số,numeric__2021 VND,numeric__2020 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,01,6.410.566.376.886,5.391.027.786.095,1.0,6410566376886.0,5391027786095.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,839.204.262.978,784.557.565.693,2.0,839204262978.0,784557565693.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,82.469.518.725,53.082.363.339,3.0,82469518725.0,53082363339.0
Lỗ/(lãi) chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ/(lãi) chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ/(lãi) chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,6.477.154.390,(201.663.077),4.0,6477154390.0,-201663077.0
Lỗ từ thanh lý và xóa số tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ từ thanh lý và xóa số tài sản cố định và tài sản dài hạn khác,Lỗ từ thanh lý và xóa số tài sản cố định và tài sản dài hạn khác,05,6.358.286.108,13.587.327.990,5.0,6358286108.0,13587327990.0
Thu nhập lãi từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi từ các hoạt động đầu tư,Thu nhập lãi từ các hoạt động đầu tư,05,(703.428.185.639),(738.150.351.781),5.0,-703428185639.0,-738150351781.0
Lợi nhuận được chia từ một công ty liên kết,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận được chia từ một công ty liên kết,Lợi nhuận được chia từ một công ty liên kết,05,(13.296.085.000),(13.296.085.000),5.0,-13296085000.0,-13296085000.0
Chi phí lãi vay và chi phí tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay và chi phí tài chính khác,Chi phí lãi vay và chi phí tài chính khác,06,228.945.751.950,286.953.132.557,6.0,228945751950.0,286953132557.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,6.857.297.080.398,5.777.560.075.816,8.0,6857297080398.0,5777560075816.0
