row_label_raw,row_label_full,col_0,31/12/2021Giá gốc/Số có khả năngtrả nợVND,1/1/2021Giá gốc/Số có khả năngtrả nợVND,numeric__31/12/2021Giá gốc/Số có khả năngtrả nợVND,numeric__1/1/2021Giá gốc/Số có khả năngtrả nợVND
Phải trả cho các bên thứ ba,Phải trả cho các bên thứ ba,Phải trả cho các bên thứ ba,1.584.541.695.493,1.182.257.290.844,1584541695493.0,1182257290844.0
Phải trả cho các bên liên quan,Phải trả cho các bên liên quan,Phải trả cho các bên liên quan,13.866.237.901,10.249.421.831,13866237901.0,10249421831.0
,,,1.598.407.933.394,1.192.506.712.675,1598407933394.0,1192506712675.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Ngắn hạn,Trong đó: > - Ngắn hạn,- Ngắn hạn,1.573.394.388.394,1.164.838.936.675,1573394388394.0,1164838936675.0
- Dài hạn,Trong đó: > - Dài hạn,- Dài hạn,25.013.545.000,27.667.776.000,25013545000.0,27667776000.0
,,,1.598.407.933.394,1.192.506.712.675,1598407933394.0,1192506712675.0
