row_label_raw,row_label_full,Lãi dài hạn dự thu trong vòng 12 tháng (*),31/12/2021VND > 2.170.989.684.747,1/1/2021VND > -,numeric__31/12/2021VND > 2.170.989.684.747,numeric__1/1/2021VND > -
Các khoản phải thu khác từ các bên liên quan (**),Các khoản phải thu khác từ các bên liên quan (**),Các khoản phải thu khác từ các bên liên quan (**),3.881.928.929,2.123.755.382,3881928929.0,2123755382.0
Các khoản đặt cọc ngắn hạn cho các hoạt động đầu tư khác,Các khoản đặt cọc ngắn hạn cho các hoạt động đầu tư khác,Các khoản đặt cọc ngắn hạn cho các hoạt động đầu tư khác,-,2.750.000.000.000,,2750000000000.0
Lãi dự thu từ các hoạt động đầu tư khác,Lãi dự thu từ các hoạt động đầu tư khác,Lãi dự thu từ các hoạt động đầu tư khác,-,68.347.945.202,,68347945202.0
Lãi dự thu từ tiền gửi ngân hàng,Lãi dự thu từ tiền gửi ngân hàng,Lãi dự thu từ tiền gửi ngân hàng,20.810.987.613,7.869.546.301,20810987613.0,7869546301.0
"Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn",8.854.769.665,8.281.518.560,8854769665.0,8281518560.0
Phải thu khác,Phải thu khác,Phải thu khác,10.393.292.663,26.553.395.964,10393292663.0,26553395964.0
,,,2.214.930.663.617,2.863.176.161.409,2214930663617.0,2863176161409.0
