row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2021 VND,Giá trị giao dịch > 2020 VND,Phải thu/(Phải trả) tại ngày > 31/12/2021 VND,Phải thu/(Phải trả) tại ngày > 1/1/2021 VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2021 VND,numeric__Giá trị giao dịch > 2020 VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2021 VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2021 VND
Công ty Cổ phần Masan Blue,Công ty Cổ phần Masan Blue,Công ty Cổ phần Masan Blue,Bán hàng hóa,-,122.360.755,-,-,,,122360755.0,,
Jinju Ham Company Limited,Jinju Ham Company Limited,Jinju Ham Company Limited,Mua hàng hóa và dịch vụ,-,226.085.500,-,(121.286.187),,,226085500.0,,-121286187.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Bán hàng hóa,1.399.516.804.928,721.022.283.588,236.713.736.562,80.215.427.452,,1399516804928.0,721022283588.0,236713736562.0,80215427452.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Mua hàng hóa và dịch vụ,272.867.386.250,136.191.481.363,(833.797.971),-,,272867386250.0,136191481363.0,-833797971.0,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Mua tài sản cố định,1.218.665.532,-,-,-,,1218665532.0,,,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Phí hỗ trợ thuê văn phòng Chiết khấu thanh toán và các khoản hỗ trợ bán hàng phải trả khác,17.550.000.000,12.406.997.483,-,1.231.116.341,,17550000000.0,12406997483.0,,1231116341.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Phải thu khác,10.106.180.275,3.566.107.138,-,-,,10106180275.0,3566107138.0,,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước dây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),,-,-,124.280.000,31.628.964,,,,124280000.0,31628964.0
Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco (trước dây là “Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Vineco”),Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco (trước dây là “Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Vineco”),Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco (trước dây là “Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Vineco”),Bán hàng hóa,1.952.273,117.056.817,-,-,,1952273.0,117056817.0,,
Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco (trước dây là “Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Vineco”),Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco (trước dây là “Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Vineco”),Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco (trước dây là “Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Vineco”),Mua hàng hóa,6.858.914.000,511.661.682,(142.500.000),-,,6858914000.0,511661682.0,-142500000.0,
Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco (trước dây là “Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Vineco”),Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco (trước dây là “Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Vineco”),Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco (trước dây là “Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Vineco”),Thu trước tiền hàng,-,168.474.203,-,(168.474.203),,,168474203.0,,-168474203.0
Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco (trước dây là “Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Vineco”),Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco (trước dây là “Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Vineco”),Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco (trước dây là “Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Vineco”),Phí hỗ trợ thuê văn phòng,450.000.000,1.054.215.907,-,-,,450000000.0,1054215907.0,,
Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Bán hàng hóa,84.243.994,4.459.510.376,5.739.999,-,,84243994.0,4459510376.0,5739999.0,
Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Phí hỗ trợ quản lý,2.209.168.281,3.061.474.525,2.430.085.109,3.367.621.978,,2209168281.0,3061474525.0,2430085109.0,3367621978.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Bán hàng hóa,1.468.423.379,-,858.806.716,-,,1468423379.0,,858806716.0,
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Mua hàng hóa,521.126.917,-,-,-,,521126917.0,,,
Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thù lao trả cho thành viên quản lý chủ chốt,77.591.062.765,52.129.176.094,-,-,,77591062765.0,52129176094.0,,
