row_label_raw,row_label_full,col_0,31/12/2021,31/12/2021_1,1/1/2021,1/1/2021_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__1/1/2021,numeric__1/1/2021_1
,,,Tài sản thuế thu nhập hoãn lại VND,Thuế thu nhập hoãn lại phải trả VND,Tài sản thuế thu nhập hoãn lại VND,Thuế thu nhập hoãn lại phải trả VND,,,,
"Chi phí quảng cáo, khuyến mãi và hỗ trợ bán hàng phải trả","Chi phí quảng cáo, khuyến mãi và hỗ trợ bán hàng phải trả","Chi phí quảng cáo, khuyến mãi và hỗ trợ bán hàng phải trả",180.862.498.139,-,126.810.376.489,-,180862498139.0,,126810376489.0,
Chi phí kho vận phải trả,Chi phí kho vận phải trả,Chi phí kho vận phải trả,44.210.972.873,-,28.611.176.281,-,44210972873.0,,28611176281.0,
Chiết khấu thương mại phải trả,Chiết khấu thương mại phải trả,Chiết khấu thương mại phải trả,8.179.375.186,-,17.789.645.144,-,8179375186.0,,17789645144.0,
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,45.188.166.530,(2.389.920.606),38.254.962.506,-,45188166530.0,-2389920606.0,38254962506.0,
Lợi nhuận chưa thực hiện,Lợi nhuận chưa thực hiện,Lợi nhuận chưa thực hiện,29.393.981.753,-,18.932.257.979,-,29393981753.0,,18932257979.0,
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,-,(114.232.802),-,(799.629.611),,-114232802.0,,-799629611.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,-,(8.307.043.765),-,(8.836.148.725),,-8307043765.0,,-8836148725.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,-,(171.064.579.708),-,(189.588.111.080),,-171064579708.0,,-189588111080.0
,,,307.834.994.481,(181.875.776.881),230.398.418.399,(199.223.889.416),307834994481.0,-181875776881.0,230398418399.0,-199223889416.0
