row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2021 VND > 146.227.070.869,Phát sinh VND > 4.990.296.233.850,Nộp VND > (982.332.198.466),Khấu trừ/ Hoàn lại VND > (4.025.767.921.948),Phân loại lại VND > -,31/12/2021 VND > 128.423.184.305,numeric__1/1/2021 VND > 146.227.070.869,numeric__Phát sinh VND > 4.990.296.233.850,numeric__Nộp VND > (982.332.198.466),numeric__Khấu trừ/ Hoàn lại VND > (4.025.767.921.948),numeric__Phân loại lại VND > -,numeric__31/12/2021 VND > 128.423.184.305
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,19.338.520.682,(19.338.520.682),-,-,-,,19338520682.0,-19338520682.0,,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,459.584.059.887,979.174.066.988,(1.140.974.863.110),-,1.311.247.984,299.094.511.749,459584059887.0,979174066988.0,-1140974863110.0,,1311247984.0,299094511749.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,6.078.404.141,147.210.557.919,(141.731.369.134),(5.116.209.948),-,6.441.382.978,6078404141.0,147210557919.0,-141731369134.0,-5116209948.0,,6441382978.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,1.355.120.623,146.575.161.739,(146.084.232.696),-,-,1.846.049.666,1355120623.0,146575161739.0,-146084232696.0,,,1846049666.0
,,,613.244.655.520,6.282.594.541.178,(2.430.461.184.088),(4.030.884.131.896),1.311.247.984,435.805.128.698,613244655520.0,6282594541178.0,-2430461184088.0,-4030884131896.0,1311247984.0,435805128698.0
