row_label_raw,row_label_full,col_0,Chi phí đất trả trước và phí sử dụng hạ tầng VND,Lợi thế kinh doanh từ cổ phần hóa VND,Công cụ và dụng cụ VND,Chi phí sắp xếp khoản vay VND,Tổng VND,numeric__Chi phí đất trả trước và phí sử dụng hạ tầng VND,numeric__Lợi thế kinh doanh từ cổ phần hóa VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí sắp xếp khoản vay VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,595.419.158.807,15.671.855.771,83.369.540.559,11.053.750.003,705.514.305.140,595419158807.0,15671855771.0,83369540559.0,11053750003.0,705514305140.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,12.675.276.438,10.665.000.000,23.340.276.438,,,12675276438.0,10665000000.0,23340276438.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,-,-,33.862.109.983,-,33.862.109.983,,,33862109983.0,,33862109983.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(13.761.808.749),(3.134.371.155),(47.546.986.671),(4.551.111.125),(68.994.277.700),-13761808749.0,-3134371155.0,-47546986671.0,-4551111125.0,-68994277700.0
Chênh lệch quy đổi tỷ giá hối đoái,Chênh lệch quy đổi tỷ giá hối đoái,Chênh lệch quy đổi tỷ giá hối đoái,-,-,(478.619),-,(478.619),,,-478619.0,,-478619.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,581.657.350.058,12.537.484.616,82.359.461.690,17.167.638.878,693.721.935.242,581657350058.0,12537484616.0,82359461690.0,17167638878.0,693721935242.0
