row_label_raw,row_label_full,col_0,Mãsố,2021VND,2020VND,numeric__Mãsố,numeric__2021VND,numeric__2020VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác",21,(959.414.551.044),(1.469.923.979.055),21.0,-959414551044.0,-1469923979055.0
Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,22,1.822.564.680,2.784.546.167,22.0,1822564680.0,2784546167.0
Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay,Tiền chi cho vay,23,(180.000.000.000),(4.085.000.000.000),23.0,-180000000000.0,-4085000000000.0
Gửi tiền gửi ngân hàng có kỳ hạn và chi cho các hoạt động đầu tư khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Gửi tiền gửi ngân hàng có kỳ hạn và chi cho các hoạt động đầu tư khác,Gửi tiền gửi ngân hàng có kỳ hạn và chi cho các hoạt động đầu tư khác,23,(3.769.075.000.000),(3.752.000.000.000),23.0,-3769075000000.0,-3752000000000.0
Tiền thu hồi các khoản cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi các khoản cho vay,Tiền thu hồi các khoản cho vay,24,18.170.000.000,3.615.000.000.000,24.0,18170000000.0,3615000000000.0
Rút tiền gửi ngân hàng có kỳ hạn và thu hồi các hoạt động đầu tư khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Rút tiền gửi ngân hàng có kỳ hạn và thu hồi các hoạt động đầu tư khác,Rút tiền gửi ngân hàng có kỳ hạn và thu hồi các hoạt động đầu tư khác,24,6.562.000.000.000,895.900.000.000,24.0,6562000000000.0,895900000000.0
"Mua lại một công ty con, tiền thuần chi ra","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua lại một công ty con, tiền thuần chi ra","Mua lại một công ty con, tiền thuần chi ra",25,-,(511.583.019.206),25.0,,-511583019206.0
Tiền chi mua lại lợi ích cổ đông không kiểm soát trong các công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua lại lợi ích cổ đông không kiểm soát trong các công ty con,Tiền chi mua lại lợi ích cổ đông không kiểm soát trong các công ty con,25,-,(28.815.172.375),25.0,,-28815172375.0
"Tiền thu lãi tiền gửi, lãi hoạt động đầu tư khác và cổ tức","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi, lãi hoạt động đầu tư khác và cổ tức","Tiền thu lãi tiền gửi, lãi hoạt động đầu tư khác và cổ tức",27,426.167.016.641,122.092.343.504,27.0,426167016641.0,122092343504.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,2.099.670.030.277,(5.211.545.280.965),30.0,2099670030277.0,-5211545280965.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tiền thu từ phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu,Tiền thu từ phát hành cổ phiếu,31,-,193.460.700.000,31.0,,193460700000.0
Tiền thu từ phát hành lại cổ phiếu quỹ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành lại cổ phiếu quỹ,Tiền thu từ phát hành lại cổ phiếu quỹ,31,495.372.840.000,-,31.0,495372840000.0,
Tiền thu từ các khoản vay ngân hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ các khoản vay ngân hàng,Tiền thu từ các khoản vay ngân hàng,33,23.796.206.009.438,22.549.387.230.018,33.0,23796206009438.0,22549387230018.0
Tiền trả nợ gốc vay cho ngân hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vay cho ngân hàng,Tiền trả nợ gốc vay cho ngân hàng,34,(22.742.364.432.151),(20.364.621.307.169),34.0,-22742364432151.0,-20364621307169.0
Tiền chi trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả cổ tức,Tiền chi trả cổ tức,36,(263.824.043.500),(219.040.639.500),36.0,-263824043500.0,-219040639500.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,1.285.390.373.787,2.159.185.983.349,40.0,1285390373787.0,2159185983349.0
Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),50,9.201.407.444.351,1.625.979.164.634,50.0,9201407444351.0,1625979164634.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,3.818.494.309.952,2.191.361.038.968,60.0,3818494309952.0,2191361038968.0
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,332.968.447,556.238.144,61.0,332968447.0,556238144.0
Chênh lệch quy đổi tỷ giá hối đoái,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Chênh lệch quy đổi tỷ giá hối đoái,Chênh lệch quy đổi tỷ giá hối đoái,61,(7.108.760.092),597.868.206,61.0,-7108760092.0,597868206.0
Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61) (Thuyết minh 6),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61) (Thuyết minh 6),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61) (Thuyết minh 6),70,13.013.125.962.658,3.818.494.309.952,70.0,13013125962658.0,3818494309952.0
