row_label_raw,row_label_full,col_0,Từ ngày 06/4/2018 đến ngày 31/12/2018,numeric__Từ ngày 06/4/2018 đến ngày 31/12/2018
Cung cấp dịch vụ cho bên liên kết,Cung cấp dịch vụ cho bên liên kết,Cung cấp dịch vụ cho bên liên kết,Cung cấp dịch vụ cho bên liên kết,
Công ty Cổ phần Sông Đà 11,Cung cấp dịch vụ cho bên liên kết > Công ty Cổ phần Sông Đà 11,Công ty Cổ phần Sông Đà 11,101.589.091,101589091.0
Công ty Cổ phần điện Việt Lào,Cung cấp dịch vụ cho bên liên kết > Công ty Cổ phần điện Việt Lào,Công ty Cổ phần điện Việt Lào,599.714.657,599714657.0
Công ty Cổ phần Phát triển nhà Khánh Hòa,Cung cấp dịch vụ cho bên liên kết > Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,21.519.611,21519611.0
Công ty TNHH Tư vấn Xây dựng Sông Đà – Ucrin,Cung cấp dịch vụ cho bên liên kết > Công ty TNHH Tư vấn Xây dựng Sông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà – Ucrin,10.361.128,10361128.0
Nhận cổ tức,Nhận cổ tức,Nhận cổ tức,Nhận cổ tức,
Công ty Cổ phần Phát triển Nhà Khánh Hòa,Nhận cổ tức > Công ty Cổ phần Phát triển Nhà Khánh Hòa,Công ty Cổ phần Phát triển Nhà Khánh Hòa,2.088.700.000,2088700000.0
Công ty Cổ phần Sông Đà 11,Nhận cổ tức > Công ty Cổ phần Sông Đà 11,Công ty Cổ phần Sông Đà 11,3.413.300.000,3413300000.0
Công ty TNHH Tư vấn Xây dựng Sông Đà Ucrin,Nhận cổ tức > Công ty TNHH Tư vấn Xây dựng Sông Đà Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà Ucrin,68.871.065,68871065.0
