row_label_raw,row_label_full,col_0,Tại ngày31/12/2018,Tại ngày06/4/2018,numeric__Tại ngày31/12/2018,numeric__Tại ngày06/4/2018
Cho các bên liên quan vay,Cho các bên liên quan vay,Cho các bên liên quan vay,945.925.982.897,899.420.677.586,945925982897.0,899420677586.0
Công ty Cổ phần Điện Việt Lào,Công ty Cổ phần Điện Việt Lào,Công ty Cổ phần Điện Việt Lào,945.766.650.439,899.261.345.128,945766650439.0,899261345128.0
Công ty Cổ phần Năng Lượng Someco 1,Công ty Cổ phần Năng Lượng Someco 1,Công ty Cổ phần Năng Lượng Someco 1,159.332.458,159.332.458,159332458.0,159332458.0
Cho các tổ chức và cá nhân khác vay,Cho các tổ chức và cá nhân khác vay,Cho các tổ chức và cá nhân khác vay,2.104.929.612.396,2.706.019.183.483,2104929612396.0,2706019183483.0
Công ty Cổ phần Xi măng Hạ Long – vốn lưu động,Công ty Cổ phần Xi măng Hạ Long – vốn lưu động,Công ty Cổ phần Xi măng Hạ Long – vốn lưu động,1.002.208.346.248,1.006.208.346.248,1002208346248.0,1006208346248.0
Công ty Cổ phần Xi măng Hạ Long – cho vay lại,Công ty Cổ phần Xi măng Hạ Long – cho vay lại,Công ty Cổ phần Xi măng Hạ Long – cho vay lại,1.061.512.960.765,1.638.563.492.972,1061512960765.0,1638563492972.0
Công ty Cổ phần Thủy điện Sử Pán 2,Công ty Cổ phần Thủy điện Sử Pán 2,Công ty Cổ phần Thủy điện Sử Pán 2,15.000.000.000,15.000.000.000,15000000000.0,15000000000.0
Tổng công ty Xây dựng và Phát triển Hạ tầng - CTCP,Tổng công ty Xây dựng và Phát triển Hạ tầng - CTCP,Tổng công ty Xây dựng và Phát triển Hạ tầng - CTCP,23.608.305.383,23.265.047.920,23608305383.0,23265047920.0
Công ty Đầu tư Xây dựng và Phát triển năng lượng Phúc Khánh,Công ty Đầu tư Xây dựng và Phát triển năng lượng Phúc Khánh,Công ty Đầu tư Xây dựng và Phát triển năng lượng Phúc Khánh,2.500.000.000,2.500.000.000,2500000000.0,2500000000.0
Viện Kinh tế xây dựng,Viện Kinh tế xây dựng,Viện Kinh tế xây dựng,100.000.000,100.000.000,100000000.0,100000000.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,,20.382.296.343,,20382296343.0
Cộng,Cộng,Cộng,3.050.855.595.293,3.605.439.861.069,3050855595293.0,3605439861069.0
