row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,21.150.656.995.917,22.654.139.456.487,,300.0,,21150656995917.0,22654139456487.0
I.,I.,I.,Nợ ngắn hạn,310,,13.327.167.956.292,13.351.650.877.203,,310.0,,13327167956292.0,13351650877203.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.17a,2.381.717.582.558,2.304.061.414.755,,311.0,,2381717582558.0,2304061414755.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.18a,1.158.161.075.840,661.890.066.234,,312.0,,1158161075840.0,661890066234.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.19,386.945.215.579,476.194.675.539,,313.0,,386945215579.0,476194675539.0
4.,4.,4.,Phải trả người lao động,314,,306.821.552.367,267.488.343.573,,314.0,,306821552367.0,267488343573.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.20,535.954.383.722,1.181.500.354.186,,315.0,,535954383722.0,1181500354186.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,V.21,10.400.631.022,12.243.028.468,,318.0,,10400631022.0,12243028468.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.22a,2.192.443.543.653,1.526.589.910.029,,319.0,,2192443543653.0,1526589910029.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.23a,6.299.856.715.062,6.871.236.343.554,,320.0,,6299856715062.0,6871236343554.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,286.503.920,5.894.270.996,,321.0,,286503920.0,5894270996.0
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.24,54.580.752.569,44.552.469.869,,322.0,,54580752569.0,44552469869.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,7.823.489.039.625,9.302.488.579.284,,330.0,,7823489039625.0,9302488579284.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.17b,182.623.868.672,202.960.295.386,,331.0,,182623868672.0,202960295386.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,5.046.353.580,,333.0,,,5046353580.0
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.21,95.082.584.485,80.190.228.253,,336.0,,95082584485.0,80190228253.0
7.,7.,7.,Phải trả dài hạn khác,337,V.22b,119.876.398.541,242.690.054.733,,337.0,,119876398541.0,242690054733.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.23b,7.403.622.697.377,8.738.251.895.842,,338.0,,7403622697377.0,8738251895842.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,15.066.468.160,12.102.293.191,,341.0,,15066468160.0,12102293191.0
12.,12.,12.,Dự phòng phải trả dài hạn,342,,7.217.022.390,20.997.045.980,,342.0,,7217022390.0,20997045980.0
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,250.412.319,,343.0,,,250412319.0
