row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,6.057.731.056.927,9.133.090.245.317,,1.0,,6057731056927.0,9133090245317.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,32.890.309.829,58.825.767.254,,2.0,,32890309829.0,58825767254.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,VI.1,6.024.840.747.098,9.074.264.478.063,,10.0,,6024840747098.0,9074264478063.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,4.520.454.979.389,7.131.889.675.994,,11.0,,4520454979389.0,7131889675994.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,1.504.385.767.709,1.942.374.802.069,,20.0,,1504385767709.0,1942374802069.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,242.005.304.675,566.411.361.846,,21.0,,242005304675.0,566411361846.0
7.,7.,7.,Chi phí tài chính,22,VI.4,882.060.756.296,1.289.601.390.819,,22.0,,882060756296.0,1289601390819.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,821.119.597.529,1.261.674.630.138,,23.0,,821119597529.0,1261674630138.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,VI.8,22.493.282.981,106.116.594.714,,24.0,,22493282981.0,106116594714.0
9.,9.,9.,Chi phí bán hàng,25,,5.680.524.027,8.079.387.395,,25.0,,5680524027.0,8079387395.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.5,511.471.662.396,657.678.470.608,,26.0,,511471662396.0,657678470608.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,369.671.412.646,659.543.509.807,,30.0,,369671412646.0,659543509807.0
12.,12.,12.,Thu nhập khác,31,VI.6,45.799.803.249,69.920.424.547,,31.0,,45799803249.0,69920424547.0
13.,13.,13.,Chi phí khác,32,VI.7,20.947.251.988,82.977.671.737,,32.0,,20947251988.0,82977671737.0
14.,14.,14.,Lợi nhuận khác,40,,24.852.551.261,(13.057.247.190),,40.0,,24852551261.0,-13057247190.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,394.523.963.907,646.486.262.617,,50.0,,394523963907.0,646486262617.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,,58.201.657.495,89.240.236.061,,51.0,,58201657495.0,89240236061.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,2.818.715.824,2.709.269.554,,52.0,,2818715824.0,2709269554.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,333.503.590.588,554.536.757.002,,60.0,,333503590588.0,554536757002.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,142.833.218.132,370.027.309.991,,61.0,,142833218132.0,370027309991.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,190.670.372.456,184.509.447.011,,62.0,,190670372456.0,184509447011.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.9,318,-,,70.0,,318.0,
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,VI.9,318,-,,71.0,,318.0,
