row_label_raw,row_label_full,col_0,Vayngân hàng,"Vay các tổ chức,cá nhân khác",Vay dài hạnđến hạn trả,Nợ thuê tài chínhđến hạn trả,Cộng,numeric__Vayngân hàng,"numeric__Vay các tổ chức,cá nhân khác",numeric__Vay dài hạnđến hạn trả,numeric__Nợ thuê tài chínhđến hạn trả,numeric__Cộng
Tại ngày 06/4/2018,Tại ngày 06/4/2018,Tại ngày 06/4/2018,4.137.041.734.206,17.679.912.519,2.711.958.446.829,4.556.250.000,6.871.236.343.554,4137041734206.0,17679912519.0,2711958446829.0,4556250000.0,6871236343554.0
Số tiền vay phát sinhtrong kỳ,Số tiền vay phát sinhtrong kỳ,Số tiền vay phát sinhtrong kỳ,4.165.233.506.827,8.829.805.658,,,4.174.063.312.485,4165233506827.0,8829805658.0,,,4174063312485.0
Số kết chuyển,Số kết chuyển,Số kết chuyển,35.082.759.729,,1.273.142.211.538,8.158.318.963,1.316.383.290.230,35082759729.0,,1273142211538.0,8158318963.0,1316383290230.0
Lãi nhập gốc,Lãi nhập gốc,Lãi nhập gốc,,148.770.581,,,148.770.581,,148770581.0,,,148770581.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,,,(63.535.416.978),,(63.535.416.978),,,-63535416978.0,,-63535416978.0
Số tiền vay đã tràtrong kỳ,Số tiền vay đã tràtrong kỳ,Số tiền vay đã tràtrong kỳ,(4.445.887.879.931),(5.763.640.821),(1.541.774.194.392),(5.013.869.666),(5.998.439.584.810),-4445887879931.0,-5763640821.0,-1541774194392.0,-5013869666.0,-5998439584810.0
Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,3.891.470.120.831,20.894.847.937,2.379.791.046.997,7.700.699.297,6.299.856.715.062,3891470120831.0,20894847937.0,2379791046997.0,7700699297.0,6299856715062.0
