row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,400,,7.537.111.144.509,7.782.321.595.645,,400.0,,7537111144509.0,7782321595645.0
I.,I.,I.,Vốn chủ sở hữu,410,V.25,7.537.076.548.912,7.782.287.000.048,,410.0,,7537076548912.0,7782287000048.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.495.371.120.000,4.495.371.120.000,,411.0,,4495371120000.0,4495371120000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.495.371.120.000,4.495.371.120.000,,,,4495371120000.0,4495371120000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,,121.567.440.382,87.348.327.332,,412.0,,121567440382.0,87348327332.0
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,,20.998.948.125,19.953.408.828,,414.0,,20998948125.0,19953408828.0
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,(1.629.294.875.287),(1.629.294.875.287),,416.0,,-1629294875287.0,-1629294875287.0
7.,- > 7.,7.,Chênh lệch tỷ giá hối đoái,417,,242.940.292.010,294.376.962.459,,417.0,,242940292010.0,294376962459.0
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,,749.636.060.130,486.391.358.613,,418.0,,749636060130.0,486391358613.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,6.798.115.744,3.797.338.433,,420.0,,6798115744.0,3797338433.0
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,,916.981.352.886,1.044.056.396.987,,421.0,,916981352886.0,1044056396987.0
-,- > -,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,774.148.134.754,1.044.056.396.987,,,,774148134754.0,1044056396987.0
-,- > -,-,LNST chưa phân phối kỳ này,421b,,142.833.218.132,-,,,,142833218132.0,
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bản,422,,9.749.706,8.499.721,,422.0,,9749706.0,8499721.0
13.,- > 13.,13.,Lợi ích cổ đông không kiểm soát,429,,2.612.068.345.216,2.980.278.462.962,,429.0,,2612068345216.0,2980278462962.0
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,34.595.597,34.595.597,,430.0,,34595597.0,34595597.0
1.,- > 1.,1.,Nguồn kinh phí,431,V.41,34.595.597,34.595.597,,431.0,,34595597.0,34595597.0
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cổ định,432,,-,-,,432.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,28.687.768.140.426,30.436.461.052.132,,440.0,,28687768140426.0,30436461052132.0
