row_label_raw,row_label_full,col_0,Tại ngày 31/12/2018,Tại ngày 31/12/2018_1,Tại ngày 06/4/2018,Tại ngày 06/4/2018_1,numeric__Tại ngày 31/12/2018,numeric__Tại ngày 31/12/2018_1,numeric__Tại ngày 06/4/2018,numeric__Tại ngày 06/4/2018_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Công ty Cổ phần Tư vấn Sông Đà Sao,Công ty Cổ phần Tư vấn Sông Đà Sao,Công ty Cổ phần Tư vấn Sông Đà Sao,300.000.000,,300.000.000,,300000000.0,,300000000.0,
Công ty Cổ phần Sông Đà Nha Trang,Công ty Cổ phần Sông Đà Nha Trang,Công ty Cổ phần Sông Đà Nha Trang,5.930.749.831,,5.930.749.831,,5930749831.0,,5930749831.0,
Công ty Cổ phần Công nghiệp Cao su COECO,Công ty Cổ phần Công nghiệp Cao su COECO,Công ty Cổ phần Công nghiệp Cao su COECO,4.573.200.000,,4.573.200.000,,4573200000.0,,4573200000.0,
Công ty Cổ phần Khai thác và Chế biển Khoáng sản Sông Đà,Công ty Cổ phần Khai thác và Chế biển Khoáng sản Sông Đà,Công ty Cổ phần Khai thác và Chế biển Khoáng sản Sông Đà,25.724.000.000,,25.724.000.000,,25724000000.0,,25724000000.0,
Công ty Cổ phần Kỹ thuật điện Sông Đà,Công ty Cổ phần Kỹ thuật điện Sông Đà,Công ty Cổ phần Kỹ thuật điện Sông Đà,165.300.000,(143.834.592),165.300.000,,165300000.0,-143834592.0,165300000.0,
Công ty Cổ phần Thủy điện Sử Pán 2,Công ty Cổ phần Thủy điện Sử Pán 2,Công ty Cổ phần Thủy điện Sử Pán 2,35.258.322.110,,35.258.322.110,,35258322110.0,,35258322110.0,
Công ty Cổ phần Thủy điện Hồ Bốn,Công ty Cổ phần Thủy điện Hồ Bốn,Công ty Cổ phần Thủy điện Hồ Bốn,2.951.350.000,,2.951.350.000,,2951350000.0,,2951350000.0,
Công ty Cổ phần Thủy điện Hương Sơn,Công ty Cổ phần Thủy điện Hương Sơn,Công ty Cổ phần Thủy điện Hương Sơn,6.935.500.000,,7.200.500.000,,6935500000.0,,7200500000.0,
Tổng công ty Hà Thành,Tổng công ty Hà Thành,Tổng công ty Hà Thành,110.000.000,,110.000.000,,110000000.0,,110000000.0,
Công ty Cổ phần Thủy điện Nậm Mức,Công ty Cổ phần Thủy điện Nậm Mức,Công ty Cổ phần Thủy điện Nậm Mức,1.940.000.000,,1.940.000.000,,1940000000.0,,1940000000.0,
Công ty Cổ phần Vận tải Sản phẩm Đầu mỏ Phương Đông,Công ty Cổ phần Vận tải Sản phẩm Đầu mỏ Phương Đông,Công ty Cổ phần Vận tải Sản phẩm Đầu mỏ Phương Đông,500.000.000,(300.000.000),500.000.000,(250.000.000),500000000.0,-300000000.0,500000000.0,-250000000.0
Công ty Cổ phần Xây dựng Hạ tầng Sông Đà,Công ty Cổ phần Xây dựng Hạ tầng Sông Đà,Công ty Cổ phần Xây dựng Hạ tầng Sông Đà,18.628.000.000,(16.392.640.000),18.628.000.000,(16.765.200.000),18628000000.0,-16392640000.0,18628000000.0,-16765200000.0
Công ty Cổ phần Sông Đà 1,Công ty Cổ phần Sông Đà 1,Công ty Cổ phần Sông Đà 1,5.784.940.000,(5.294.940.000),5.784.940.000,(5.221.440.000),5784940000.0,-5294940000.0,5784940000.0,-5221440000.0
Công ty Cổ phần Đầu tư và Phát triển Vân Phong,Công ty Cổ phần Đầu tư và Phát triển Vân Phong,Công ty Cổ phần Đầu tư và Phát triển Vân Phong,9.450.000.000,(3.061.392.064),9.450.000.000,(3.048.083.453),9450000000.0,-3061392064.0,9450000000.0,-3048083453.0
Công ty Cổ phần G.S.M,Công ty Cổ phần G.S.M,Công ty Cổ phần G.S.M,585.000.000,(292.500.000),585.000.000,(292.500.000),585000000.0,-292500000.0,585000000.0,-292500000.0
Công ty Cổ phần Thủy điện Đắk Psi,Công ty Cổ phần Thủy điện Đắk Psi,Công ty Cổ phần Thủy điện Đắk Psi,2.841.309.273,,2.841.309.273,,2841309273.0,,2841309273.0,
Công ty Cổ phần Đầu tư Vĩnh Sơn,Công ty Cổ phần Đầu tư Vĩnh Sơn,Công ty Cổ phần Đầu tư Vĩnh Sơn,102.000.000,,102.000.000,,102000000.0,,102000000.0,
Công ty Cổ phần Đầu tư và Thương mại Sông Đà,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,1.500.000.000,,1.500.000.000,,1500000000.0,,1500000000.0,
Công ty Cổ phần Thủy điện Đắk sor 3,Công ty Cổ phần Thủy điện Đắk sor 3,Công ty Cổ phần Thủy điện Đắk sor 3,500.000.000,,500.000.000,,500000000.0,,500000000.0,
Công ty Cổ phần Thủy điện Sông Đà Tây Nguyên,Công ty Cổ phần Thủy điện Sông Đà Tây Nguyên,Công ty Cổ phần Thủy điện Sông Đà Tây Nguyên,10.445.280.000,(2.262.929.286),10.445.280.000,(2.558.362.632),10445280000.0,-2262929286.0,10445280000.0,-2558362632.0
Công ty TNHH Đầu tư BT Cam Lộ - Túy Loan,Công ty TNHH Đầu tư BT Cam Lộ - Túy Loan,Công ty TNHH Đầu tư BT Cam Lộ - Túy Loan,67.842.533.000,,57.696.419.000,,67842533000.0,,57696419000.0,
Công ty Cổ phần Đầu tư PV - Inconess,Công ty Cổ phần Đầu tư PV - Inconess,Công ty Cổ phần Đầu tư PV - Inconess,457.500.000,,457.500.000,,457500000.0,,457500000.0,
Công ty Cổ phần Thủy điện Cao Nguyên - Sông Đà,Công ty Cổ phần Thủy điện Cao Nguyên - Sông Đà,Công ty Cổ phần Thủy điện Cao Nguyên - Sông Đà,50.000.000,,50.000.000,,50000000.0,,50000000.0,
Công ty Cổ phần Sông Đà Hà Nội,Công ty Cổ phần Sông Đà Hà Nội,Công ty Cổ phần Sông Đà Hà Nội,6.000.000.000,(2.880.000.000),6.000.000.000,(5.480.000.000),6000000000.0,-2880000000.0,6000000000.0,-5480000000.0
Công ty Cổ phần Năng lượng Dầu khí Toàn cầu,Công ty Cổ phần Năng lượng Dầu khí Toàn cầu,Công ty Cổ phần Năng lượng Dầu khí Toàn cầu,6.200.000.000,,6.200.000.000,,6200000000.0,,6200000000.0,
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà Miền Trung,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà Miền Trung,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà Miền Trung,,,5.459.000.000,(4.975.000.000),,,5459000000.0,-4975000000.0
