row_label_raw,row_label_full,col_0,Tại ngày31/12/2018,Tại ngày06/4/2018,numeric__Tại ngày31/12/2018,numeric__Tại ngày06/4/2018
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,101.564.087.156,95.685.101.316,101564087156.0,95685101316.0
Phải thu về cổ tức lợi nhuận được chia,Phải thu về cổ tức lợi nhuận được chia,Phải thu về cổ tức lợi nhuận được chia,37.733.805.736,37.664.934.671,37733805736.0,37664934671.0
Công ty Cổ phần Đầu tư Phát triển Đô thị vàKhu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị vàKhu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị vàKhu công nghiệp Sông Đà,36.300.750.000,36.300.750.000,36300750000.0,36300750000.0
Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,1.433.055.736,1.364.184.671,1433055736.0,1364184671.0
Phải thu các khoản khác,Phải thu các khoản khác,Phải thu các khoản khác,63.830.281.420,58.020.166.645,63830281420.0,58020166645.0
Công ty TNHH MTV Sông Đà 11 - Thăng Long,Công ty TNHH MTV Sông Đà 11 - Thăng Long,Công ty TNHH MTV Sông Đà 11 - Thăng Long,249.854.605,3.969.042,249854605.0,3969042.0
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,26.242.254,26.242.254,26242254.0,26242254.0
Công ty Cổ phần Sông Đà 11,Công ty Cổ phần Sông Đà 11,Công ty Cổ phần Sông Đà 11,1.852.843.966,,1852843966.0,
Công ty TNHH Điện Xekaman 1,Công ty TNHH Điện Xekaman 1,Công ty TNHH Điện Xekaman 1,41.962.777,131.963.777,41962777.0,131963777.0
Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,7.280.941.151,7.175.716.160,7280941151.0,7175716160.0
Công ty Cổ phần Điện Việt - Lào,Công ty Cổ phần Điện Việt - Lào,Công ty Cổ phần Điện Việt - Lào,54.378.436.667,50.417.838.400,54378436667.0,50417838400.0
Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,,19.570.316,,19570316.0
Công ty Cổ phần Sông Đà 10.9,Công ty Cổ phần Sông Đà 10.9,Công ty Cổ phần Sông Đà 10.9,,244.866.696,,244866696.0
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,1.208.428.309.132,1.172.870.005.529,1208428309132.0,1172870005529.0
Tạm ứng,Tạm ứng,Tạm ứng,134.127.454.861,123.673.493.026,134127454861.0,123673493026.0
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",136.886.981.783,138.002.833.764,136886981783.0,138002833764.0
Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,5.858.915.738,5.916.915.738,5858915738.0,5916915738.0
Công ty Cổ phần Xi măng Hạ Long - Lãi và phí cho vay lại,Công ty Cổ phần Xi măng Hạ Long - Lãi và phí cho vay lại,Công ty Cổ phần Xi măng Hạ Long - Lãi và phí cho vay lại,472.864.528.632,442.239.647.925,472864528632.0,442239647925.0
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,458.690.428.118,463.037.115.076,458690428118.0,463037115076.0
Cộng,Cộng,Cộng,1.309.992.396.288,1.268.555.106.845,1309992396288.0,1268555106845.0
