row_label_raw,row_label_full,col_0,Tại ngày31/12/2018,Tại ngày06/4/2018,numeric__Tại ngày31/12/2018,numeric__Tại ngày06/4/2018
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,270.344.638.853,282.335.200.269,270344638853.0,282335200269.0
Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,5.328.934.827,4.175.984.498,5328934827.0,4175984498.0
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,67.070.600.000,67.070.600.000,67070600000.0,67070600000.0
Công ty Cổ phần Sông Đà 11,Công ty Cổ phần Sông Đà 11,Công ty Cổ phần Sông Đà 11,90.208.565.022,91.993.187.528,90208565022.0,91993187528.0
Công ty TNHH MTV Sông Đà 11 Thăng Long,Công ty TNHH MTV Sông Đà 11 Thăng Long,Công ty TNHH MTV Sông Đà 11 Thăng Long,60.899.973.971,60.727.431.542,60899973971.0,60727431542.0
Công ty Cổ phần Sông Đà 10.9,Công ty Cổ phần Sông Đà 10.9,Công ty Cổ phần Sông Đà 10.9,45.716.381.943,50.577.879.070,45716381943.0,50577879070.0
Công ty Cổ phần Sông Đà 27,Công ty Cổ phần Sông Đà 27,Công ty Cổ phần Sông Đà 27,68.586.000,2.375.995.541,68586000.0,2375995541.0
Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,1.037.957.000,5.400.482.000,1037957000.0,5400482000.0
Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,13.640.090,13.640.090,13640090.0,13640090.0
Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,2.111.372.943.705,2.021.726.214.486,2111372943705.0,2021726214486.0
Cộng,Cộng,Cộng,2.381.717.582.558,2.304.061.414.755,2381717582558.0,2304061414755.0
