row_label_raw,row_label_full,col_0,Tại ngày31/12/2018,Tại ngày06/4/2018,numeric__Tại ngày31/12/2018,numeric__Tại ngày06/4/2018
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,168.000.845.438,218.159.994.038,168000845438.0,218159994038.0
Công ty Cổ phần Điện Việt - Lào,Công ty Cổ phần Điện Việt - Lào,Công ty Cổ phần Điện Việt - Lào,19.858.329.399,855.860.755,19858329399.0,855860755.0
Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,233.870.459,,233870459.0,
Công ty TNHH Điện Xekaman 1,Công ty TNHH Điện Xekaman 1,Công ty TNHH Điện Xekaman 1,147.863.829.383,217.259.317.086,147863829383.0,217259317086.0
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,44.816.197,44.816.197,44816197.0,44816197.0
Phải thu các khách hàng khác,Phải thu các khách hàng khác,Phải thu các khách hàng khác,508.793.501.890,551.027.567.809,508793501890.0,551027567809.0
Ban quản lý Dự án Thủy điện 1,Ban quản lý Dự án Thủy điện 1,Ban quản lý Dự án Thủy điện 1,181.593.875.281,179.112.937.503,181593875281.0,179112937503.0
Ban Quản lý Dự án Nhà máy Thủy điện Sơn La,Ban Quản lý Dự án Nhà máy Thủy điện Sơn La,Ban Quản lý Dự án Nhà máy Thủy điện Sơn La,128.642.883.475,180.691.588.475,128642883475.0,180691588475.0
Công ty OSABY,Công ty OSABY,Công ty OSABY,99.489.521.052,98.801.832.412,99489521052.0,98801832412.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,99.067.222.082,92.421.209.419,99067222082.0,92421209419.0
Cộng,Cộng,Cộng,676.794.347.328,769.187.561.847,676794347328.0,769187561847.0
